"","V1","V2","long","lat"
"45","FIRESIDE","21 EAST   52 STREET,MANHATTAN NY,10022",-73.9749476,40.7594267
"46","FIRENZE","1594 2 AVENUE,MANHATTAN NY,10028",-73.9530867,40.7755882
"47","FIREHOUSE","522 COLUMBUS AVENUE,MANHATTAN NY,10024",-73.9726967,40.7861028
"48","Fire Grilled Burgers","3295 AMBOY ROAD,STATEN ISLAND NY,10306",-74.1353608,40.5609803
"49","Fire Grilled Burgers","1077 BAY ST,STATEN ISLAND NY,10305",-74.06743,40.6172286
"50","FIRDOS CAFE","25-21 STEINWAY STREET,QUEENS NY,11103",-73.9119069,40.7672948
"51","FIORENTINO RISTORANTE","313 AVENUE U,BROOKLYN NY,11223",-73.9725532,40.5972849
"52","FIORELLOS","1900 BROADWAY,MANHATTAN NY,10023",-73.9817477,40.7717621
"53","Fiore's Pizza","165 BLEECKER STREET,MANHATTAN NY,10012",-74.0000399,40.728817
"54","FIORE DIMARE","227 MANSION AVENUE,STATEN ISLAND NY,10308",-74.1424446,40.5428703
"55","FINO RISTORANTE","1 WALL STREET COURT,MANHATTAN NY,10005",-74.0116385,40.707491
"56","FINO","3913 BELL BOULEVARD,QUEENS NY,11361",-73.771381,40.764961
"57","FINNERTY'S","221 2 AVENUE,MANHATTAN NY,10003",-73.9854917,40.7321339
"58","FINNEGAN'S WAKE","1361 FIRST AVENUE,MANHATTAN NY,10021",-73.9556394,40.768679
"59","FINGER LICKING JERK","1785B NEREID AVE,BRONX NY,10466",-73.8506813,40.8984088
"60","FINGER LICK'N","133 ROCKAWAY AVENUE,BROOKLYN NY,11233",-73.910615,40.6780028
"61","FINESTRA","1370 YORK AVENUE,MANHATTAN NY,10021",-73.9528696,40.7675092
"62","FINEST EVER LUCK RESTAURANT","6103 20 AVENUE,BROOKLYN NY,11204",-73.983401,40.618483
"63","FINEST DUMPLING RESTAURANT","25 B HENRY STREET,MANHATTAN NY,10002",-73.9965864,40.7130349
"64","FINE FOOD CUSINE","671 MORRIS PARK AVE,BRONX NY,10462",-73.8670632,40.8450574
"65","FINE & SHAPIRO","138 WEST   72 STREET,MANHATTAN NY,10023",-73.9803604,40.7777637
"66","FINANCIER PATISSERIE","983 1 AVENUE,MANHATTAN NY,10022",-73.9646618,40.7563665
"67","FINANCIER PATISSERIE","1211 6 AVENUE,MANHATTAN NY,10036",-73.9821342,40.7585425
"68","FINANCIER PATISSERIE","10 LIBERTY STREET,MANHATTAN NY,10005",-74.0081376,40.707391
"69","FINANCIER PATISSERIE","90 NASSAU STREET,MANHATTAN NY,10038",-74.007679,40.710078
"70","FINANCIER PATISSERIE","245 PARK AVENUE,MANHATTAN NY,10017",-73.9754937,40.7549532
"71","FINANCIER PATISSERIE","62 STONE STREET,MANHATTAN NY,10004",-74.0098782,40.704494
"72","FINANCIER PATISSERIE","15 VANDERBILT AVENUE,MANHATTAN NY,10017",-73.9774643,40.7526347
"73","FINA PIZZA BAR","3007 FORT HAMILTON PKWY,BROOKLYN NY,11218",-73.9789429,40.6485122
"74","FILTERED COFFEE BRONX","2424 3RD AVE,BRONX NY,10454",-73.9293453,40.8094321
"75","FILTERED","1616 AMSTERDAM AVE,MANHATTAN NY,10031",-73.9501055,40.8221701
"76","Filomenas Pizza","286 CITY ISLAND AVE,BRONX NY,10464",-73.7860756,40.8469189
"77","Filomena's Pizza and Restaurant","134 PENNYFIELD AVE,BRONX NY,10465",-73.8052619,40.8118209
"78","FILICORI ZECCHINI","2541 BROADWAY,MANHATTAN NY,10025",-73.9724773,40.7941879
"79","FILICORI ZECCHINI","42 E 46TH ST,MANHATTAN NY,10017",-73.9770342,40.7549976
"80","FILICORI ZECCHINI","2 W 46TH ST,MANHATTAN NY,10036",-73.9798129,40.7560961
"81","FIKA","566 10TH AVE,MANHATTAN NY,10036",-73.9955605,40.7590813
"82","FIKA","824 10TH AVE,MANHATTAN NY,10019",-73.9893853,40.7675263
"83","FIKA","555 6TH AVE,MANHATTAN NY,10011",-73.9965427,40.7385452
"84","FIKA","155 7TH AVE,MANHATTAN NY,10011",-73.9969807,40.7418867
"85","FIKA","180 9TH AVE,MANHATTAN NY,10011",-74.0019603,40.7452138
"86","FIKA","2211 BROADWAY,MANHATTAN NY,10024",-73.9805362,40.7835935
"87","FIKA","52 DUANE ST,MANHATTAN NY,10007",-74.0038884,40.7142798
"88","FIKA","1331 LEXINGTON AVE,MANHATTAN NY,10128",-73.9541393,40.7811047
"89","FIKA","380 LEXINGTON AVE,MANHATTAN NY,10168",-73.9765849,40.7511352
"90","FIKA","600 LEXINGTON AVE,MANHATTAN NY,10022",-73.971602,40.758016
"91","FIKA","10 PARK AVE,MANHATTAN NY,10016",-73.9815103,40.7475731
"92","FIKA","303 PARK AVE S,MANHATTAN NY,10010",-73.9858831,40.7403217
"93","FIKA","407 PARK AVE S,MANHATTAN NY,10016",-73.9836441,40.7434064
"94","FIKA","66 PEARL STREET,MANHATTAN NY,10004",-74.0108313,40.7034852
"95","FIKA","114 W 41ST ST,MANHATTAN NY,10036",-73.9855619,40.7544458
"96","FIKA","41 W 58TH ST,MANHATTAN NY,10019",-73.9758626,40.7648234
"97","FIKA","450 WASHINGTON STREET,MANHATTAN NY,10013",-74.0105611,40.7237394
"98","FIGURA SALUDABLE","9208 173 STREET,QUEENS NY,11433",-73.7866684,40.7076138
"99","FIGS CAFE","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"100","FIGS","0 LAGAURDIA AIRPORT,QUEENS NY,11371",-73.8739659,40.7769271
"101","FIG AND OLIVE","420 WEST   13 STREET,MANHATTAN NY,10014",-74.0071381,40.7405525
"102","FIG & OLIVE MIDTOWN","10 EAST   52 STREET,MANHATTAN NY,10022",-73.975653,40.7592909
"103","FIG & OLIVE","808 LEXINGTON AVENUE,MANHATTAN NY,10065",-73.9669029,40.7644006
"104","FIFTY PACES","413 EAST 12 STREET,MANHATTAN NY,10009",-73.9826542,40.7298525
"105","FIFTY ON INC","472 49TH ST,BROOKLYN NY,11220",-74.0103235,40.6456837
"106","FIFTH DINING","611 5 AVENUE,MANHATTAN NY,10022",-73.9769745,40.758045
"107","FIFTH AVENUE BINGO","416 5 AVENUE,BROOKLYN NY,11215",-73.9858621,40.6701725
"108","FIFTH AVE CAFE /DINER","432 5 AVENUE,BROOKLYN NY,11215",-73.9861854,40.6696544
"109","FIESTA GRILL","6912 ROOSEVELT AVENUE,QUEENS NY,11377",-73.8957242,40.7461935
"110","FIESTA CAFE BAR","4640 3 AVENUE,BRONX NY,10458",-73.890933,40.8571882
"111","FIELDS GOOD CHICKEN","101 MAIDEN LN,MANHATTAN NY,10038",-74.0067067,40.7070495
"112","FIELD LEVEL IN SEAT KITCHEN","126 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8509772,40.7529862
"113","FIDDLESTICKS","5456 GREENWICH AVENUE,MANHATTAN NY,10011",-74.0011261,40.7365459
"114","FIAT CAFE","203 MOTT STREET,MANHATTAN NY,10012",-73.9956894,40.7214319
"115","Fiamma 41","214-26 41ST AVENUE,QUEENS NY,11361",-73.76991,40.7635907
"116","FEVER GRASS","843 FRANKLIN AVENUE,BROOKLYN NY,11225",-73.95806,40.669466
"117","FETTE SAU","354 METROPOLITAN AVENUE,BROOKLYN NY,11211",-73.9564981,40.7139033
"118","FESTAC GRILL","263 HENDRIX ST,BROOKLYN NY,11207",-73.8899353,40.6756511
"119","FERRIS WHEEL YOGURT SMOOTHIES","8 FERRY TERMINAL DR,STATEN ISLAND NY,10301",-74.0751015,40.6429541
"120","FERRIS BOOTH COMMONS - ALFRED LERNER HALL","2920 BROADWAY,MANHATTAN NY,10027",-73.9639867,40.806876
"121","FERRARA'S","195 GRAND STREET,MANHATTAN NY,10013",-73.9971057,40.7190411
"122","FERNANDEZ BURRITO SHOP","5975 BROADWAY,BRONX NY,10471",-73.8983002,40.8896286
"123","FERGANA","9409 63RD DR,QUEENS NY,11374",-73.8631857,40.7290765
"124","FERDINANDO'S RESTAURANT","151 UNION STREET,BROOKLYN NY,11231",-74.0018474,40.6842332
"125","FENWICKS","432 WEST  238 STREET,BRONX NY,10463",-73.9045393,40.8870746
"126","FENG'S GARDEN RESTAURANT CHINESE FOOD TAKE OUT","8826 PARSONS BLVD,QUEENS NY,11432",-73.8000388,40.7028992
"127","FENG'S GARDEN","11054 QUEENS BOULEVARD,QUEENS NY,11375",-73.839444,40.7190501
"128","FENG SHUI CHINESE CUISINE","0 GRAND CENTRAL TERMINAL,MANHATTAN NY,10017",-73.9772294,40.7527262
"129","FENG MAO BBQ","13688 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8269283,40.7601306
"130","FENG CHENG YUAN RESTAURANT","100 BOWERY STREET,MANHATTAN NY,10013",-73.9954782,40.7177896
"131","FELLA'S BAR","522 CITY ISLAND AVE,BRONX NY,10464",-73.789176,40.852644
"132","FELIX","340 WEST BROADWAY,MANHATTAN NY,10013",-74.003747,40.7226038
"133","FELIDIA RESTAURANT","243 EAST   58 STREET,MANHATTAN NY,10022",-73.9651112,40.7603679
"134","FELICE 64 WINE BAR","1166 1 AVENUE,MANHATTAN NY,10065",-73.959485,40.762514
"135","FELICE","1593 1 AVENUE,MANHATTAN NY,10028",-73.9510928,40.7749003
"136","FELICE","15 GOLD STREET,MANHATTAN NY,10038",-74.0071031,40.7078871
"137","FELFLA","6906 3 AVENUE,BROOKLYN NY,11209",-74.026387,40.635616
"138","FEITENG CHINESE TAKE OUT KITCHEN","64 LORRAINE STREET,BROOKLYN NY,11231",-74.0073132,40.674352
"139","Feile","133 WEST   33 STREET,MANHATTAN NY,10001",-73.9898656,40.7499664
"140","FEI TENG RESTAURANT","68 EAST BROADWAY,MANHATTAN NY,10002",-73.9948717,40.7138556
"141","FEI TENG BAKERY","4007 9 AVENUE,BROOKLYN NY,11232",-73.995666,40.645013
"142","FEI MA","79 AVENUE A,MANHATTAN NY,10009",-73.9844859,40.7250967
"143","FEI HUANG BAKERY","6321 20 AVENUE,BROOKLYN NY,11204",-73.984861,40.617059
"144","FEFITA'S","1045 EASTERN PKWY,BROOKLYN NY,11213",-73.9336304,40.6693521
"145","FEENEY'S PUB","6201 5 AVENUE,BROOKLYN NY,11220",-74.017173,40.638094
"146","FEEL GOOD","4708 48TH ST,QUEENS NY,11377",-73.9174916,40.740598
"147","FEDORA","239 WEST    4 STREET,MANHATTAN NY,10014",-74.0028946,40.7345315
"148","FEAST ON US","645 HUDSON ST,MANHATTAN NY,10014",-74.0057144,40.7391897
"149","FEAST","102 3 AVENUE,MANHATTAN NY,10003",-73.9880578,40.7325388
"150","FDR 99??_??_ SLICE PIZZA","150 EAST    2 STREET,MANHATTAN NY,10009",-73.9854358,40.7229984
"151","FDR 99?_??_??_ SLICE PIZZA","150 EAST    2 STREET,MANHATTAN NY,10009",-73.9854358,40.7229984
"152","FAYROOZ","2808 STEINWAY STREET,QUEENS NY,11103",-73.9140884,40.7653124
"153","FAYE & KING JAMAICAN REST","1417 FLATBUSH AVENUE,BROOKLYN NY,11210",-73.9511645,40.6363886
"154","FAYE & KING","1253 SCHENECTADY AVE,BROOKLYN NY,11203",-73.9322843,40.6421662
"155","FAY WONG CAFE BAKERY","6205 18 AVENUE,BROOKLYN NY,11204",-73.9884033,40.62058
"156","FAY DA BAKERY","13618 39 AVENUE,QUEENS NY,11354",-73.8294493,40.7602503
"157","FAY DA BAKERY","321 6 AVENUE,MANHATTAN NY,10014",-74.0016763,40.7311186
"158","FAY DA BAKERY","191 CENTRE STREET,MANHATTAN NY,10013",-73.9997895,40.7186898
"159","FAY DA BAKERY","4024 COLLEGE POINT BOULEVARD,QUEENS NY,11354",-73.8355756,40.7571146
"160","FAY DA BAKERY","8612 JUSTICE AVE,QUEENS NY,11373",-73.875247,40.736999
"161","FAY DA BAKERY","4133 KISSENA BOULEVARD,QUEENS NY,11355",-73.8285222,40.7579493
"162","FAY DA BAKERY","4615 KISSENA BOULEVARD,QUEENS NY,11355",-73.8180619,40.7506631
"163","FAY DA BAKERY","4160 MAIN STREET,QUEENS NY,11355",-73.8289595,40.7562013
"164","FAY DA BAKERY","83 MOTT STREET,MANHATTAN NY,10013",-73.9980826,40.7166948
"165","FAY DA BAKERY","10750 QUEENS BOULEVARD,QUEENS NY,11375",-73.8370728,40.7181325
"166","FAWKNER","191 SMITH ST,BROOKLYN NY,11201",-73.9912535,40.6852095
"167","FAVORITE CAFE","260 WEST   35 STREET,MANHATTAN NY,10001",-73.9925668,40.7524562
"168","FAVELA CUBANA","543 LA GUARDIA PLACE,MANHATTAN NY,10012",-73.9988192,40.7285853
"169","FAVELA","3318 28 AVENUE,QUEENS NY,11103",-73.9180217,40.7672664
"170","FATTY'S CAFE","4517 28TH AVE,QUEENS NY,11103",-73.9089581,40.7635181
"171","FATTY FISH","406 EAST   64 STREET,MANHATTAN NY,10065",-73.9592555,40.7623539
"172","FATTY DADDY TACOS","310 9 STREET,BROOKLYN NY,11215",-73.9865889,40.6691739
"173","FATTY DADDY TACO","152 SMITH ST,BROOKLYN NY,11201",-73.9907995,40.6865975
"174","FATTY CUE BBQ","620 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9752822,40.6826571
"175","FATTY CRAB","643 HUDSON STREET,MANHATTAN NY,10014",-74.0057191,40.7391397
"176","FATOOSH PIZZA & BBQ","330 HICKS STREET,BROOKLYN NY,11201",-73.9979024,40.6915239
"177","FATIMA HALAL KITCHEN ASTORIA CORP","2525 BROADWAY,QUEENS NY,11106",-73.9275006,40.7632557
"178","FATHER & SON DELI","2511 30 AVENUE,QUEENS NY,11102",-73.9234249,40.7678309
"179","FAT TUESDAY","11000 ROCKAWAY BLVD,QUEENS NY,11420",-73.8032797,40.6745381
"180","FAT SAL'S","730 10TH AVE,MANHATTAN NY,10019",-73.9916698,40.7644718
"181","Fat Sal's","1603 2ND AVE,MANHATTAN NY,10028",-73.9532382,40.7761792
"182","FAT GOOSE","125 WYTHE AVENUE,BROOKLYN NY,11249",-73.9596596,40.7200583
"183","FAT CATS PIZZA","3220 34TH AVE,QUEENS NY,11106",-73.9260105,40.7589015
"184","FAT CAT BILLIARDS","75 CHRISTOPHER STREET,MANHATTAN NY,10014",-74.0032804,40.733717
"185","FAT BUDDHA","212 AVENUE A,MANHATTAN NY,10009",-73.9805229,40.7297459
"186","FAT BOYS PIZZA","6107 UTOPIA PARKWAY,QUEENS NY,11365",-73.7925709,40.7385919
"187","FAT BABY","112 RIVINGTON STREET,MANHATTAN NY,10002",-73.9877204,40.720036
"188","FASTWAY RESTAURANT","4917 CHURCH AVE,BROOKLYN NY,11203",-73.930907,40.6518866
"189","FASTA PASTA","36 SAINT MARKS PL,MANHATTAN NY,10003",-73.9880711,40.7286295
"190","FAST WOK","260 BROOK AVE,BRONX NY,10454",-73.9187093,40.8080006
"191","FAST WOK","260 BROOK AVENUE,BRONX NY,10454",-73.9187093,40.8080006
"192","FAST PIZZA","8710A LEFFERTS BLVD,QUEENS NY,11418",-73.8296118,40.697328
"193","FAST EDDIES","667 10 AVENUE,MANHATTAN NY,10036",-73.993499,40.762817
"194","FAST & FRESH BURRITO","84 HOYT STREET,BROOKLYN NY,11201",-73.9869929,40.688071
"195","FASSST CAFE (SECOND STAGE THEATRE)","305 WEST 43 STREET,MANHATTAN NY,10036",-73.9896441,40.7582465
"196","FASHION INSTITUTE OF TECHNOLOGY DAVID DUBINSKY STUDENT CENTER","227 WEST   27 STREET,MANHATTAN NY,10001",-73.9939366,40.7468282
"197","FASCATI'S PIZZERIA","80 HENRY STREET,BROOKLYN NY,11201",-73.9927396,40.6984976
"198","FARRELLS","215 PROSPECT PARK WEST,BROOKLYN NY,11215",-73.9802167,40.6601938
"199","FAROS RESTAURANT","84 7 AVENUE,BROOKLYN NY,11217",-73.9753735,40.6749315
"200","FAROS RESTAURANT","95 CHURCH AVENUE,BROOKLYN NY,11218",-73.9797738,40.6428388
"201","FARO DEL PACIFICO PUPUSERIA AND RESTAURANT","3247 FULTON STREET,BROOKLYN NY,11208",-73.8751911,40.6829684
"202","FARO","436 JEFFERSON ST,BROOKLYN NY,11237",-73.922818,40.707385
"203","FARMERS PIZZERIA","11136 FARMERS BOULEVARD,QUEENS NY,11412",-73.7630178,40.699253
"204","FARMERS PIZZA & GRILL","11725 FARMERS BOULEVARD,QUEENS NY,11412",-73.7620663,40.690856
"205","FARMER SPORTS & SOCIAL CLUB","11505 FARMERS BOULEVARD,QUEENS NY,11412",-73.7612709,40.695757
"206","FARM FRIED N CURRY CHICKEN","12020 MERRICK BLVD,QUEENS NY,11434",-73.7652819,40.6815489
"207","FARINELLA","267 AMSTERDAM AVE,MANHATTAN NY,10023",-73.9811382,40.7788729
"208","FARINELLA","788 LEXINGTON AVE,MANHATTAN NY,10065",-73.9673452,40.763767
"209","FARINELLA","1132 LEXINGTON AVENUE,MANHATTAN NY,10075",-73.9592671,40.7747356
"210","FARINA","15 8TH AVE,MANHATTAN NY,10014",-74.0048493,40.7377582
"211","FARFASHA","162 2 AVENUE,MANHATTAN NY,10003",-73.9864269,40.7298622
"212","farafina cafe and lounge","1813 AMSTERDAM AVE,MANHATTAN NY,10031",-73.9451,40.828147
"213","FAR EAST SZECHUAN KITCHEN","7104 KISSENA BOULEVARD,QUEENS NY,11367",-73.8154355,40.7294599
"214","FAR EAST CHINESE RESTAURANT","471A 5TH AVE,BROOKLYN NY,11215",-73.9869562,40.6680654
"215","FANTASY BAR AND RESTAURANT","23 EAST TREMONT AVENUE,BRONX NY,10453",-73.9085175,40.851448
"216","FANTASTIC TEA SHOP","128 E 4TH ST,MANHATTAN NY,10003",-73.9875824,40.7252455
"217","FANTASTIC RESTAURANT & LOUNGE","238A SHERMAN AVE,MANHATTAN NY,10034",-73.9196803,40.8663138
"218","FANTASTIC BAGELS","8614 4 AVENUE,BROOKLYN NY,11209",-74.0287437,40.622461
"219","FANELLI CAFE","94 PRINCE STREET,MANHATTAN NY,10012",-73.9988087,40.7245556
"220","FANCY NANCY","1038 BEDFORD AVE,BROOKLYN NY,11205",-73.9553911,40.689547
"221","FANCY JUICE","69 1ST AVE,MANHATTAN NY,10003",-73.9872252,40.7254662
"222","FANCY GIRL CATERING","415 WEST   13 STREET,MANHATTAN NY,10014",-74.0065984,40.7408161
"223","FANCY FOOD DELI","5514 37 AVENUE,QUEENS NY,11377",-73.906581,40.75048
"224","FANCY CAKES BAKERY","264 KINGS HWY,BROOKLYN NY,11223",-73.980775,40.604994
"225","FAMOUS THREE BROTHERS PIZZERIA","189 BROAD ST,STATEN ISLAND NY,10304",-74.0811203,40.6243231
"226","FAMOUS SICHUAN","10 PELL ST,MANHATTAN NY,10013",-73.9975937,40.7148507
"227","FAMOUS ROTISSERIE & GRILL","1525 MERMAID AVENUE,BROOKLYN NY,11224",-73.9835324,40.57693
"228","FAMOUS RAY'S PIZZA","736 7 AVENUE,MANHATTAN NY,10019",-73.9840436,40.7603823
"229","FAMOUS PIZZA PARK","263 AVENUE U,BROOKLYN NY,11223",-73.9743965,40.5970548
"230","FAMOUS PIZZA EXPRESS","570 KAPPOCK ST,BRONX NY,10463",-73.9170167,40.8789193
"231","FAMOUS PIZZA","7512 37 AVENUE,QUEENS NY,11372",-73.8904102,40.7489301
"232","FAMOUS ORIGINAL RAY'S PIZZA","204 9 AVENUE,MANHATTAN NY,10011",-74.0013251,40.7459851
"233","FAMOUS NEW YORK PIZZA","430 JERSEY ST,STATEN ISLAND NY,10301",-74.08735,40.6377151
"234","FAMOUS JOE'S PIZZA","7 CARMINE STREET,MANHATTAN NY,10014",-74.0021496,40.730592
"235","FAMOUS GOURMET","4415 4 AVENUE,BROOKLYN NY,11220",-74.0092173,40.6493388
"236","FAMOUS FRESH SUPER TACO & GRILL INC","253 AVENUE X,BROOKLYN NY,11223",-73.973471,40.5903819
"237","FAMOUS FISH MARKET","684 ST NICHOLAS AVENUE,MANHATTAN NY,10030",-73.9446811,40.8237287
"238","FAMOUS FAMIGLIA PIZZERIA","1284 1 AVENUE,MANHATTAN NY,10065",-73.9572976,40.7656818
"239","FAMOUS FAMIGLIA PIZZERIA","488 8 AVENUE,MANHATTAN NY,10001",-73.9930147,40.7524427
"240","FAMOUS FAMIGLIA PIZZERIA","686 8 AVENUE,MANHATTAN NY,10036",-73.9889144,40.7580412
"241","FAMOUS FAMIGLIA PIZZERIA","2859 BROADWAY,MANHATTAN NY,10025",-73.9669846,40.8049697
"242","FAMOUS FAMIGLIA PIZZERIA","4020 BROADWAY,MANHATTAN NY,10032",-73.9390248,40.841727
"243","FAMOUS FAMIGLIA PIZZERIA","757 BROADWAY,MANHATTAN NY,10003",-73.9925795,40.7308572
"244","FAMOUS FAMIGLIA PIZZERIA","0 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"245","FAMOUS FAMIGLIA PIZZERIA","1398 MADISON AVENUE,MANHATTAN NY,10029",-73.9538866,40.7878725
"246","FAMOUS FAMIGLIA PIZZERIA","26 MURRAY STREET,MANHATTAN NY,10007",-74.0087056,40.7136113
"247","FAMOUS FAMIGLIA PIZZERIA","7420 ROOSEVELT AVE,QUEENS NY,11372",-73.8907673,40.7466399
"248","FAMOUS FAMIGLIA","734 AMSTERDAM AVENUE,MANHATTAN NY,10025",-73.9707385,40.7940122
"249","FAMOUS FALAFEL","14 GIFFORDS LN,STATEN ISLAND NY,10308",-74.150459,40.5510915
"250","FAMOUS CUISINE","4606 8 AVENUE,BROOKLYN NY,11220",-74.0015835,40.6431794
"251","FAMOUS CHICKEN & HERO EXPRESS","6402 MYRTLE AVE,QUEENS NY,11385",-73.8908817,40.7011171
"252","FAMOUS CHAMPION PIZZA","123 ESSEX STREET,MANHATTAN NY,10002",-73.9877989,40.7197418
"253","FAMOUS BEN'S PIZZA OF SOHO","177 SPRING STREET,MANHATTAN NY,10012",-74.0023824,40.724973
"254","FAMOUS BAGEL BUFFET","510 6 AVENUE,MANHATTAN NY,10011",-73.9968884,40.7368034
"255","FAMOUS ANTHONY'S PIZZA","171 WEST  167 STREET,BRONX NY,10452",-73.92732,40.8375555
"256","FAMOUS AMADEUS PIZZA","408 8 AVENUE,MANHATTAN NY,10001",-73.9948113,40.7498189
"257","FAMOUS AMADEUS PIZZA","840 8 AVENUE,MANHATTAN NY,10019",-73.9853784,40.7624081
"258","FAMOUS & FRESH 99 CENTS PIZZA","91 AVENUE A,MANHATTAN NY,10009",-73.9840591,40.7253878
"259","FAMILY PIZZA","720 FLATBUSH AVENUE,BROOKLYN NY,11225",-73.9601721,40.6558571
"260","FAMILY KITCHEN","1709 FOSTER AVENUE,BROOKLYN NY,11230",-73.9610389,40.6352854
"261","FAMILY KITCHEN","10756 SUTPHIN BLVD,QUEENS NY,11435",-73.7997245,40.6931277
