"","V1","V2","long","lat"
"25","BELLA LUNA","8520 7 AVENUE,BROOKLYN NY,11228",-74.0212549,40.6188953
"26","BELLA LUNA","584 COLUMBUS AVENUE,MANHATTAN NY,10024",-73.9712896,40.7881015
"27","BELLA LENA'S","6402 FRESH POND ROAD,QUEENS NY,11385",-73.8994922,40.710187
"28","BELLA GIORNATA","154 STUYVESANT PLACE,STATEN ISLAND NY,10301",-74.076728,40.6423662
"29","BELLA GIOIA","209 4TH AVE,BROOKLYN NY,11217",-73.9826454,40.6774916
"30","BELLA DONNA PIZZZA","6091 54TH ST,QUEENS NY,11378",-73.910689,40.7134471
"31","BELLA CARACAS CAFE","7417 METROPOLITAN AVE,QUEENS NY,11379",-73.8775621,40.7131043
"32","BELLA BLU","967 LEXINGTON AVENUE,MANHATTAN NY,10021",-73.9628225,40.7692185
"33","BELL GARDEN","39-21 BELL BLVD,QUEENS NY,11361",-73.771256,40.7647144
"34","BELL DINER","21525 73 AVENUE,QUEENS NY,11364",-73.7585801,40.7409415
"35","BELL BOOK & CANDLE","141 WEST   10 STREET,MANHATTAN NY,10014",-74.0008942,40.7347337
"36","BELITA'S HOMESTYLE COOKING","11916 ROCKAWAY BLVD,QUEENS NY,11420",-73.8032518,40.6745359
"37","BELGIUM BEER CAFE","220 5TH AVE,MANHATTAN NY,10001",-73.9884398,40.7437266
"38","BELFRY","222 EAST   14 STREET,MANHATTAN NY,10003",-73.9863791,40.7326317
"39","BELASCO THEATRE","111 WEST   44 STREET,MANHATTAN NY,10036",-73.983773,40.7566429
"40","BELAIRE CAFE","525 EAST   71 STREET,MANHATTAN NY,10021",-73.9521228,40.76561
"41","BEL-AIRE DINER","3191 21 STREET,QUEENS NY,11106",-73.9324294,40.7644585
"42","BEL AMI","30 EAST   68 STREET,MANHATTAN NY,10065",-73.9670732,40.7689753
"43","BEKY BAKERY AND COFFEE SHOP","3778 103 STREET,QUEENS NY,11368",-73.86366,40.751216
"44","BEIT SITTE MEDITERANIAN RESTAURANT","7701 5TH AVE,BROOKLYN NY,11209",-74.0230573,40.6277543
"45","BEIT JEDDO","6917 5 AVENUE,BROOKLYN NY,11209",-74.0209674,40.6328872
"46","BEIJING STYLE BARBEQUE","4183 BOWNE STREET,QUEENS NY,11355",-73.8223106,40.7574219
"47","BEIJING POP KABOB RESTAURANT INC","122 MULBERRY ST,MANHATTAN NY,10013",-73.997949,40.7178094
"48","BEIJING HOUSE","553 WILSON AVENUE,BROOKLYN NY,11207",-73.9092745,40.691577
"49","BEIJING DUMPLING","8838 SUTPHIN BLVD,QUEENS NY,11435",-73.8091488,40.7039495
"50","BEIJING CHINESE RESTAURANT","223 EAST   14 STREET,MANHATTAN NY,10003",-73.9860435,40.733166
"51","BEIJA-FLOR","3802 29TH ST,QUEENS NY,11101",-73.933897,40.75459
"52","BEI JING CHINESE RESTAURANT","860 10 AVENUE,MANHATTAN NY,10019",-73.9885398,40.7686308
"53","BEI CHUAN YUAN","13620 ROOSEVELT AVE,QUEENS NY,11354",-73.8290939,40.759362
"54","BEHAN'S PUB","4299 KATONAH AVE,BRONX NY,10470",-73.8674487,40.8988631
"55","BEET II","344 7TH AVE,BROOKLYN NY,11215",-73.9821218,40.6665901
"56","BEER SHOP","422 AMSTERDAM AVE,MANHATTAN NY,10024",-73.977963,40.784103
"57","BEER PUB (GARDEN PUB6TH)","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"58","BEER PUB (BRIDGE PUB)","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"59","BEER CULTURE","328 WEST 45TH STREET,MANHATTAN NY,10036",-73.9897052,40.7595332
"60","BEER CLOSET","537 51ST AVE,QUEENS NY,11101",-73.9551675,40.7423466
"61","BEER BELLY'S","3917 BELL BLVD,QUEENS NY,11361",-73.7713548,40.7648386
"62","BEER AUTHORITY","300 WEST   40 STREET,MANHATTAN NY,10018",-73.9911822,40.7559338
"63","BEER & BUNS / ST GILES HOTEL - THE COURT","130 EAST   39 STREET,MANHATTAN NY,10016",-73.9777704,40.7494703
"64","BEEKMAN THEATRE","1271 2 AVENUE,MANHATTAN NY,10065",-73.9613044,40.7653672
"65","BEEKMAN BAR & BOOKS","889 1 AVENUE,MANHATTAN NY,10022",-73.9664835,40.7537954
"66","BEEHIVE OVEN","743 DRIGGS AVE,BROOKLYN NY,11211",-73.960507,40.7124359
"67","Beef Restaurant Inc","5820 7TH AVE,BROOKLYN NY,11220",-74.011192,40.637624
"68","BEECHER'S HANDMADE CHEESE","900 BROADWAY,MANHATTAN NY,10003",-73.9895118,40.7388488
"69","BEDOUIN TENT","405 ATLANTIC AVE,BROOKLYN NY,11217",-73.9844475,40.6869916
"70","BEDLAM","40 AVENUE C,MANHATTAN NY,10009",-73.9801885,40.7217603
"71","BEDFORD PIZZA CAFE","380 BEDFORD PARK BLVD,BRONX NY,10458",-73.884261,40.8677517
"72","BEDFORD KITCHEN & WINE BAR","6944 MAIN ST,QUEENS NY,11367",-73.8237786,40.7301686
"73","BEDFORD HILL","343 FRANKLIN AVENUE,BROOKLYN NY,11238",-73.9568117,40.6876275
"74","BEDFORD HALL","1177 BEDFORD AVE,BROOKLYN NY,11216",-73.9536103,40.6831252
"75","BEDFORD FALLS","206 EAST   67 STREET,MANHATTAN NY,10065",-73.9625243,40.7661503
"76","BEDFORD COFFEE COMPANY","1638 BEDFORD AVE,BROOKLYN NY,11225",-73.9572656,40.6670079
"77","BEDFORD CAFE & RESTAURANT","1 EAST BEDFORD PARK BOULEVARD,BRONX NY,10468",-73.8890707,40.8735267
"78","BEDAWI CAFE","266 PROSPECT PARK WEST,BROOKLYN NY,11215",-73.9821782,40.6586274
"79","BED-STUY FISH FRY","940 FULTON ST,BROOKLYN NY,11238",-73.9631321,40.6824787
"80","BED-STUY FISH FRY","801 HALSEY STREET,BROOKLYN NY,11233",-73.9207037,40.6852845
"81","BED-STUY FISH FRY","193 SCHERMERHORN STREET,BROOKLYN NY,11201",-73.9863076,40.6892394
"82","BED STUY PROVISIONS","563 GATES AVE,BROOKLYN NY,11221",-73.944206,40.68717
"83","BED STUY DINER","712 BROADWAY,BROOKLYN NY,11206",-73.9431695,40.7012119
"84","BED STUY","620 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9752822,40.6826571
"85","BECO","715 LORIMER STREET,BROOKLYN NY,11211",-73.9502894,40.7184013
"86","BECKETT'S","81 PEARL STREET,MANHATTAN NY,10004",-74.0103355,40.7041286
"87","BECEC, INC/ BAMBI DAY CARE CENTER","1981 HOMECREST AVENUE,BROOKLYN NY,11229",-73.9594566,40.6012358
"88","BECCOFINO","5704 MOSHOLU AVENUE,BRONX NY,10471",-73.9004525,40.905329
"89","BECCO","355 WEST   46 STREET,MANHATTAN NY,10036",-73.9898224,40.7608056
"90","BEC","148 8TH AVE,MANHATTAN NY,10011",-74.0007242,40.7417392
"91","BEBE FRITAY","826 ROGERS AVE,BROOKLYN NY,11226",-73.9526627,40.6504817
"92","BEAVER/NORTHERN POND","2300 SOUTHERN BOULEVARD,BRONX NY,10460",-73.8786113,40.8502883
"93","BEAUTY BAR","231 EAST   14 STREET,MANHATTAN NY,10003",-73.9857122,40.7329714
"94","BEAUTY AND ESSEX","146 ESSEX STREET,MANHATTAN NY,10002",-73.9868861,40.7204063
"95","BEAUTIQUE","8 W 58TH ST,MANHATTAN NY,10019",-73.9742844,40.7638581
"96","BEAUTIFUL PARADISE RESTAURANT","2362 JEROME AVE,BRONX NY,10468",-73.9024919,40.8603
"97","BEAUTIFUL MEMORY DESSERTS","6402 8TH AVE,BROOKLYN NY,11220",-74.0122981,40.6332853
"98","BEAUTIFUL MEMORY DESSERTS","13620 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8290939,40.759362
"99","BEAUTIFUL MEMORY DESSERT","69A BAYARD STREET,MANHATTAN NY,10013",-73.9983151,40.7154407
"100","BEAST OF BOURBON","710 MYRTLE AVE,BROOKLYN NY,11205",-73.9549357,40.694488
"101","BEARDED LADY","686 WASHINGTON AVENUE,BROOKLYN NY,11238",-73.96405,40.67769
"102","BEARD PAPA'S CREAM PUFFS","2167 BROADWAY,MANHATTAN NY,10024",-73.9812437,40.7821545
"103","BEAR","1214 31 AVENUE,QUEENS NY,11106",-73.93303,40.768372
"104","BEANS, GRAPES AND LEAVES","2-10 50TH AVE,QUEENS NY,11101",-73.9578683,40.7434497
"105","BEANS AND VINES","4842 BROADWAY,MANHATTAN NY,10034",-73.9246295,40.8662653
"106","BEANS AND LEAVES","422 FOREST AVENUE,STATEN ISLAND NY,10301",-74.1033446,40.6306423
"107","BEANS & GREENS KOSHER","121 W 19TH ST,MANHATTAN NY,10011",-73.995619,40.741105
"108","BEANOCCHIOS CAFE","1431 YORK AVENUE,MANHATTAN NY,10021",-73.9522677,40.7694038
"109","BEANNBEAN COFFEE","21021 NORTHERN BLVD,QUEENS NY,11361",-73.772501,40.7597909
"110","BEANER COFFEE BAR","447 GRAHAM AVENUE,BROOKLYN NY,11211",-73.945334,40.718558
"111","BEAN POST PUB","7525 5 AVENUE,BROOKLYN NY,11209",-74.0226371,40.6286752
"112","BEAN N BEAN COFFEE","320 8TH AVE,MANHATTAN NY,10001",-73.9967577,40.7468312
"113","BEAN N BEAN","71 BROADWAY,MANHATTAN NY,10006",-74.0122945,40.7074764
"114","BEACON THEATRE","2124 BROADWAY,MANHATTAN NY,10023",-73.9810906,40.7804964
"115","BEACON BAR","2130 BROADWAY,MANHATTAN NY,10023",-73.9810357,40.7806869
"116","BEACH STREET EATERY","57 BEACH STREET,MANHATTAN NY,10013",-74.0096302,40.7208395
"117","BEACH CAFE (Kingsborough Community College U building)","2001 ORIENTAL BOULEVARD,BROOKLYN NY,11235",-73.9355608,40.5778144
"118","BEACH CAFE","1326 2 AVENUE,MANHATTAN NY,10021",-73.9591559,40.7673034
"119","BEACH CAFE","3152 BRIGHTON 6TH ST,BROOKLYN NY,11235",-73.9615078,40.5754377
"120","BEACH BAR","2722 GERRITSEN AVE,BROOKLYN NY,11229",-73.9253482,40.5927194
"121","BEACH BAGEL","438 BEACH  129 STREET,QUEENS NY,11694",-73.8494122,40.5789073
"122","BEA","403 W 43RD STREET,MANHATTAN NY,10036",-73.992455,40.7594101
"123","BE JUICE","93 3RD AVE,MANHATTAN NY,10003",-73.9876029,40.732144
"124","BE JUICE","121 UNIVERSITY PL,MANHATTAN NY,10003",-73.9918936,40.7347292
"125","BCD TOFU HOUSE","22005 NORTHERN BOULEVARD,QUEENS NY,11361",-73.7619636,40.7614153
"126","BCD TOFU HOUSE","5 WEST   32 STREET,MANHATTAN NY,10001",-73.9859614,40.7476189
"127","BCAKENY","702 WASHINGTON AVENUE,BROOKLYN NY,11238",-73.9638078,40.6769895
"128","BCA RESTAURANT","4106 149TH PL,QUEENS NY,11355",-73.8148621,40.7620607
"129","BBQ VILLAGE","18112 HILLSIDE AVE,QUEENS NY,11432",-73.7811932,40.7130822
"130","BBQ VILLAGE","15726 NORTHERN BOULEVARD,QUEENS NY,11354",-73.8075535,40.7634293
"131","BBQ CHICKEN","15823 NORTHERN BLVD,QUEENS NY,11358",-73.8065987,40.763414
"132","BBQ CHICKEN","25116 NORTHERN BOULEVARD,QUEENS NY,11362",-73.7353653,40.7709319
"133","Baz Bagel and Restaurant","181 GRAND ST,MANHATTAN NY,10013",-73.9977569,40.719266
"134","BAYSIDE MARINA SNACK BAR","2805 CROSS ISLAND PARKWAY,QUEENS NY,11360",-73.7849156,40.7887732
"135","BAYSIDE DINER","20707 NORTHERN BOULEVARD,QUEENS NY,11361",-73.7762364,40.7589006
"136","BAYRIDGE SUSHI","6914 3RD AVE,BROOKLYN NY,11209",-74.0263869,40.6354534
"137","BAYRIDGE PIZZA","7704 5 AVENUE,BROOKLYN NY,11209",-74.0235386,40.627888
"138","BAYOU","1072 BAY STREET,STATEN ISLAND NY,10305",-74.0683826,40.6168075
"139","BAYHOUSE","15557 BAYVIEW AVENUE,QUEENS NY,11422",-73.7452239,40.6373634
"140","BAYBRIDGE SZECHUAN RESTAURANT","20806 08 CROSSISLAND PW,QUEENS NY,11360",-73.7801447,40.7779482
"141","BAYARDS ALE HOUSE","1589 1ST AVE,MANHATTAN NY,10028",-73.9511767,40.7748041
"142","BAYARD'S ALEHOUSE","533 HUDSON STREET,MANHATTAN NY,10014",-74.0064238,40.734305
"143","BAY THAI RESTAURANT","6735 3RD AVE,BROOKLYN NY,11220",-74.0252769,40.6368974
"144","BAY TERRACE POOL CLUB","21714 24 AVENUE,QUEENS NY,11360",-73.7715658,40.7813485
"145","BAY TERRACE POOL & TENNIS CENTER","21200 23 AVENUE,QUEENS NY,11360",-73.778435,40.7806493
"146","BAY SWEET CAFE","382 BAY ST,STATEN ISLAND NY,10301",-74.07581,40.6327939
"147","BAY SWEET CAFE","382 BAY STREET,STATEN ISLAND NY,10301",-74.07581,40.6327939
"148","BAY SUSHI","29 BAY RIDGE AVENUE,BROOKLYN NY,11220",-74.0346365,40.6385862
"149","BAY RIDGE MANOR CATERING","476 76 STREET,BROOKLYN NY,11209",-74.023552,40.6288102
"150","BAY RIDGE DINER","8017 5 AVENUE,BROOKLYN NY,11209",-74.0240942,40.6252128
"151","BAY RIDGE CAFE","6802 4TH AVE,BROOKLYN NY,11220",-74.0234948,40.6353186
"152","BAY PLAZA JAVA","200 BAYCHESTER AVE,BRONX NY,10475",-73.8276698,40.8638441
"153","BAY PIZZERIA RESTAURANT","1420 SHEEPSHEAD BAY ROAD,BROOKLYN NY,11235",-73.9545971,40.5873145
"154","BAY LEAF INDIAN FOOD","561 FLATBUSH AVE,BROOKLYN NY,11225",-73.9603807,40.6600616
"155","BAY HOUSE BISTRO","574 BAY ST,STATEN ISLAND NY,10304",-74.0766016,40.6278912
"156","BAY CLUB RESTAURANT","2 BAY CLUB DRIVE,QUEENS NY,11360",-73.7820071,40.777937
"157","BAY BAGELS","6302 BAY PARKWAY,BROOKLYN NY,11204",-73.9805049,40.6150387
"158","BAWARCHI INDIAN CUISINE","1546 MADISON AVE,MANHATTAN NY,10029",-73.9503723,40.792794
"159","BAVARIA BIERHOUSE","19 S WILLIAM ST,MANHATTAN NY,10004",-74.010558,40.704431
"160","BATTERY HARRIS","64 FROST ST,BROOKLYN NY,11211",-73.9493468,40.7174835
"161","BATTERY GARDENS RESTAURANT","1 BATTERY PARK PLAZA,MANHATTAN NY,10004",-74.0135469,40.7034442
"162","BATTERSBY","255 SMITH STREET,BROOKLYN NY,11231",-73.9926969,40.6831379
"163","BATI","747 FULTON STREET,BROOKLYN NY,11217",-73.9747707,40.6866266
"164","BATH BEACH DINER","2028 BATH AVENUE,BROOKLYN NY,11214",-74.0009068,40.6006803
"165","BATEAUX NEW YORK","62 WEST 23 STREET - CHELSEA PIER,MANHATTAN NY,10011",-74.0085777,40.7481912
"166","BATATA","3021 FORT HAMILTON PKWY,BROOKLYN NY,11218",-73.979112,40.648437
"167","BATARD","239 WEST BROADWAY,MANHATTAN NY,10013",-74.0057607,40.719483
"168","BAT-EL AHARON","41 W 47TH ST,MANHATTAN NY,10036",-73.9805192,40.757703
"169","BASURERO","3217 STEINWAY STREET,QUEENS NY,11103",-73.919106,40.7584236
"170","BASTA PASTA RESTAURANT","37 WEST 17 STREET,MANHATTAN NY,10011",-73.9940632,40.7389154
"171","BASSO56","234 WEST 56 STREET,MANHATTAN NY,10019",-73.9826419,40.7655361
"172","BASSETT CATERERS","1404 AVENUE X,BROOKLYN NY,11235",-73.9558523,40.5919797
"173","BASSANOVA RAMEN","76 MOTT ST,MANHATTAN NY,10013",-73.9978115,40.7164344
"174","BASKIN ROBBINS","1976 86 STREET,BROOKLYN NY,11214",-73.9987666,40.6046391
"175","BASKIN ROBBINS","11112 FLATLAND AVENUE,BROOKLYN NY,11207",-73.8897788,40.6507046
"176","BASKIN ROBBINS","1716 VICTORY BLVD,STATEN ISLAND NY,10314",-74.1209444,40.6129002
"177","BASKETS BY ELLEE","7514 JAMAICA AVENUE,QUEENS NY,11421",-73.8514743,40.6939297
"178","BASILIO'S INN RESTAURANT","6 GALESVILLE COURT,STATEN ISLAND NY,10305",-74.0637669,40.5974183
"179","BASIL BRICK OVEN","2817 ASTORIA BLVD,QUEENS NY,11102",-73.9200696,40.7708116
"180","BASIL","268 KINGSTON AVENUE,BROOKLYN NY,11213",-73.942449,40.670276
"181","BASIK","323 GRAHAM AVENUE,BROOKLYN NY,11211",-73.9445297,40.7139617
"182","BASICS CAFETERIA","1064 FRANKLIN AVENUE,BRONX NY,10456",-73.9069535,40.8269483
"183","BASIC NEEDS","791 PROSPECT PL,BROOKLYN NY,11216",-73.9502644,40.6743372
"184","BASES LOADED SPORTS BAR","2997 WESTCHESTER AVE,BRONX NY,10461",-73.8322759,40.847354
"185","BASERA RESTAURANT","7414 37TH RD,QUEENS NY,11372",-73.890985,40.7472723
"186","BASERA INDIAN BISTRO","745 9 AVENUE,MANHATTAN NY,10019",-73.9890987,40.7638415
"187","BASCOM CATERING & EVENTS","940 GARRISON AVENUE,BRONX NY,10474",-73.8905065,40.8182031
"188","BAS KENNEDY FRIED CHICKEN","1375 BOSTON ROAD,BRONX NY,10456",-73.8977146,40.8330686
"189","BARZOLA'S RESTAURANT III","9212 37 AVENUE,QUEENS NY,11372",-73.874466,40.7504938
"190","BARZINHO","48 HESTER STREET,MANHATTAN NY,10002",-73.9904661,40.7155643
"191","BARTOW PIZZA","2045 BARTOW AVE,BRONX NY,10475",-73.8293477,40.8700986
"192","BARTOLINO'S RISTORANTE","3415 BROADWAY,QUEENS NY,11106",-73.9223311,40.7607085
"193","BARTOLINO'S FINE ITALIAN PIZZA","3411 BROADWAY,QUEENS NY,11106",-73.9224411,40.7607509
"194","BARRYS BOOTCAMP","135 W 20TH ST,MANHATTAN NY,10011",-73.9955771,40.7418524
"195","BARRY'S RESTAURANT","707 EAST  235 STREET,BRONX NY,10466",-73.8561857,40.8948468
"196","BARRY'S BOOTCAMP NOHO","419 LAFAYETTE ST,MANHATTAN NY,10003",-73.992078,40.7286432
"197","BARRY'S BOOTCAMP FUEL BAR","1 YORK ST,MANHATTAN NY,10013",-74.0056207,40.7213581
"198","BARRY'S BOOTCAMP","1216 2ND AVE,MANHATTAN NY,10065",-73.9621537,40.763563
"199","BARROW'S PUB","463 HUDSON STREET,MANHATTAN NY,10014",-74.0069064,40.7315796
"200","BARROW STREET ALEHOUSE","15 BARROW STREET,MANHATTAN NY,10014",-74.0025148,40.7325203
"201","BARRIO CHINO","253 BROOME STREET,MANHATTAN NY,10002",-73.990097,40.7179754
"202","BARRIO 47","47 8 AVENUE,MANHATTAN NY,10014",-74.0040836,40.7385272
"203","BARREL & FARE","494 4TH AVE,BROOKLYN NY,11215",-73.9904399,40.6687642
"204","BARRE CAFE AT STEPS","2121 BROADWAY,MANHATTAN NY,10023",-73.9819233,40.7806428
"205","BARRANQUILLA BAKERY & RESTAURANT","3448 JUNCTION BOULEVARD,QUEENS NY,11372",-73.8722438,40.7535827
"206","BARRAMUNDI","67 CLINTON STREET,MANHATTAN NY,10002",-73.9850726,40.7194218
"207","BARRAGE","401 WEST   47 STREET,MANHATTAN NY,10036",-73.9905611,40.7619072
"208","BARRACUDA BAR","275 WEST   22 STREET,MANHATTAN NY,10011",-73.998305,40.744594
"209","BARRACA/MACONDO","81 GREENWICH AVENUE,MANHATTAN NY,10014",-74.0015437,40.7370027
"210","BAROSA BRICK OVEN","6229 WOODHAVEN BOULEVARD,QUEENS NY,11374",-73.8697944,40.7261818
"211","BAROQUE","1944 STEINWAY ST,QUEENS NY,11105",-73.90097,40.7775869
"212","BARONE PIZZA","4027 MAIN STREET,QUEENS NY,11354",-73.8297292,40.7587914
"213","BARON'S","564 DEKALB AVE,BROOKLYN NY,11205",-73.953915,40.6908116
"214","BARNEY GREENGRASS","541 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.974367,40.788002
"215","BARNETT CATERING","13708 REDDING ST,QUEENS NY,11417",-73.8441514,40.6721801
"216","BARNES & NOBLE CAFE","555 5 AVENUE,MANHATTAN NY,10017",-73.9788946,40.7556905
"217","BARNES & NOBLE CAFE","267 7 AVENUE,BROOKLYN NY,11215",-73.9796944,40.6687284
"218","BARNES & NOBLE CAFE","290 BAYCHESTER AVENUE,BRONX NY,10475",-73.8297675,40.8657555
"219","BARNES & NOBLE CAFE","2380 BELL BOULEVARD,QUEENS NY,11360",-73.7765441,40.780674
"220","BARNES & NOBLE CAFE","2289 BROADWAY,MANHATTAN NY,10024",-73.9787349,40.7860511
"221","BARNES & NOBLE CAFE","106 COURT STREET,BROOKLYN NY,11201",-73.9921797,40.690727
"222","BARNES & NOBLE CAFE","33 EAST   17 STREET,MANHATTAN NY,10003",-73.9896026,40.7370214
"223","BARNES & NOBLE CAFE","160 EAST   54 STREET,MANHATTAN NY,10022",-73.9695835,40.7584636
"224","BARNES & NOBLE CAFE","150 EAST   86 STREET,MANHATTAN NY,10028",-73.955106,40.7790608
"225","BARNES & NOBLE CAFE","55 LEXINGTON AVE,MANHATTAN NY,10010",-73.9833745,40.7401991
"226","BARNES & NOBLE CAFE","2245 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1625312,40.5922747
"227","BARNES & NOBLE CAFE","97 WARREN STREET,MANHATTAN NY,10007",-74.011751,40.7156001
"228","BARN JOO","893 BROADWAY,MANHATTAN NY,10003",-73.9900752,40.7388418
"229","BARMASA / MASA","10 COLUMBUS CIRCLE,MANHATTAN NY,10019",-73.9831903,40.7684251
"230","BARLEYCORN","23 PARK PL,MANHATTAN NY,10007",-74.008664,40.7133249
"231","BARLEY & GRAIN","421 AMSTERDAM AVE,MANHATTAN NY,10024",-73.9775697,40.7838392
"232","BARKOGI","957 2 AVENUE,MANHATTAN NY,10022",-73.9684761,40.7554274
"233","BARKING DOG RESTAURANT","1453 YORK AVENUE,MANHATTAN NY,10075",-73.951604,40.770426
"234","BARKING DOG LUNCHEONETTE","1678 3 AVENUE,MANHATTAN NY,10128",-73.950513,40.784115
"235","BARK","474 BERGEN STREET,BROOKLYN NY,11217",-73.9756405,40.680775
"236","BARK","155 BLEECKER ST,MANHATTAN NY,10012",-73.99968,40.7286046
"237","barista verace pizza & cafe","9244 QUEENS BLVD,QUEENS NY,11374",-73.8671015,40.7318649
"238","BARISTA","11-11 44 ROAD,QUEENS NY,11101",-73.9487703,40.7493791
"239","BARIOS PIZZA & RESTAURANT","446 NOME AVENUE,STATEN ISLAND NY,10314",-74.1647177,40.5896657
"240","BARIO'S","1400 TRAVIS AVE,STATEN ISLAND NY,10314",-74.1841451,40.6026819
"241","BARILLA RESTAURANTS","108 W 32ND ST,MANHATTAN NY,10001",-73.9893497,40.7487356
"242","BARI'S PIZZA & PASTA RESTAURANT","596 BAY STREET,STATEN ISLAND NY,10304",-74.0762324,40.6272621
"243","BARI'S PIZZA","8619 4 AVENUE,BROOKLYN NY,11209",-74.02833,40.6221053
"244","BARI SANDWICH SHOP","135 58 STREET,BROOKLYN NY,11220",-74.0226947,40.6455686
"245","BARFLY","244 3 AVENUE,MANHATTAN NY,10010",-73.9847137,40.7371804
"246","BAREPLANET CAFE","0 138 ST & AMSTERDAM AVE,MANHATTAN NY,10031",-98.3862512,45.3864813
"247","BAREBURGER","1370 1 AVENUE,MANHATTAN NY,10021",-73.9551928,40.7684941
"248","BAREBURGER","1681 1ST AVE,MANHATTAN NY,10128",-73.949093,40.777772
"249","BAREBURGER","85 2 AVENUE,MANHATTAN NY,10003",-73.9892807,40.7267931
"250","BAREBURGER","514 3 AVENUE,MANHATTAN NY,10016",-73.9781323,40.7461559
"251","BAREBURGER","3321 31 AVENUE,QUEENS NY,11106",-73.9210736,40.7634438
"252","BAREBURGER","2301 31 STREET,QUEENS NY,11105",-73.9128057,40.7741608
"253","BAREBURGER","170 7 AVENUE,BROOKLYN NY,11215",-73.9776753,40.6719098
"254","BAREBURGER","153 8 AVENUE,MANHATTAN NY,10011",-74.0011854,40.7421535
"255","BAREBURGER","7149 AUSTIN STREET,QUEENS NY,11375",-73.8430324,40.7197128
"256","BAREBURGER","4238 BELL BOULEVARD,QUEENS NY,11361",-73.77038,40.761713
"257","BAREBURGER","795 COLUMBUS AVE,MANHATTAN NY,10025",-73.9659743,40.794327
"258","BAREBURGER","145149 COURT ST,BROOKLYN NY,11201",-73.9922551,40.6892272
"259","BAREBURGER","535 LAGUARDIA PLACE,MANHATTAN NY,10012",-73.998609,40.7284739
"260","BAREBURGER","4819 VERNON BLVD,QUEENS NY,11101",-73.953559,40.7434772
"261","BAREBURGER","366 W 46TH ST,MANHATTAN NY,10036",-73.9903626,40.7605549
"262","BAREBURGER","313 W 57TH ST,MANHATTAN NY,10019",-73.9834587,40.7672671
"263","BAREBURGER","155 WILLIAM ST,MANHATTAN NY,10038",-74.0065317,40.7099053
"264","BARD BASEMENT FACULTY KITCHEN","50 HAVEN AVENUE,MANHATTAN NY,10032",-73.943338,40.842975
"265","BARCLAYS  CLIENT DINING ROOM","745 7 AVENUE,MANHATTAN NY,10019",-73.9829073,40.7605394
"266","BARCLAYS","200 PARK AVENUE,MANHATTAN NY,10017",-73.9765707,40.7535254
