"","ZZ.S.PIZZA...GRILL","X1.RICHMOND.TERRACE.STATEN.ISLAND.NY.10301","X.74.0751202","X40.642211"
"4820","SPEEDY ROMEO","376 CLASSON AVENUE,BROOKLYN NY,11238",NA,NA
"4821","SPEEDY ROMEO","63 CLINTON ST,MANHATTAN NY,10002",NA,NA
"4822","SPEEDY PIZZA","5408 FLUSHING AVE,QUEENS NY,11378",NA,NA
"4823","SPEEDY DELI","1271 BROADWAY,MANHATTAN NY,10001",NA,NA
"4824","SPECIAL ATTENTION","325 EAST HOUSTON STREET,MANHATTAN NY,10002",NA,NA
"4825","SPARTAN SOUVLAKI","8303 3RD AVE,BROOKLYN NY,11209",NA,NA
"4826","SPARTAN SOUVLAKI","6818 8 AVENUE,BROOKLYN NY,11220",NA,NA
"4827","SPARKY'S DELI","2828 COLLEGE POINT BOULEVARD,QUEENS NY,11354",NA,NA
"4828","SPARKS STEAK HOUSE","210 EAST   46 STREET,MANHATTAN NY,10017",NA,NA
"4829","SPARKS DELI RESTAURANT","2831 BORDEN AVENUE,QUEENS NY,11101",NA,NA
"4830","SPAIN RESTAURANT & BAR","113 WEST   13 STREET,MANHATTAN NY,10011",NA,NA
"4831","SPAHA SOUL","2270 1ST AVENUE,MANHATTAN NY,10035",NA,NA
"4832","SPAGHETTI INCIDENT","231 ELDRIDGE ST,MANHATTAN NY,10002",NA,NA
"4833","SPACE IBIZA NY","637 W 50TH ST,MANHATTAN NY,10019",NA,NA
"4834","SPACE GABI ( Pink by Ele)","290 5TH AVE,MANHATTAN NY,10001",NA,NA
"4835","SPACE BILLARD","34 W 32ND ST,MANHATTAN NY,10001",NA,NA
"4836","SPA CASTLE PREMIER","115 E 57TH ST,MANHATTAN NY,10022",NA,NA
"4837","SOY SAUCE","6822 MAIN ST,QUEENS NY,11367",NA,NA
"4838","SOY","102 SUFFOLK STREET,MANHATTAN NY,10002",NA,NA
"4839","SOUVLAKI HOUSE","158 LAWRENCE STREET,BROOKLYN NY,11201",NA,NA
"4840","SOUVLAKI GR MIDTOWN","162 W 56TH ST,MANHATTAN NY,10019",NA,NA
"4841","SOUVLAKI GR LES","116 STANTON STREET,MANHATTAN NY,10002",NA,NA
"4842","SOUVLA GREEK KITCHEN","20507 35TH AVE,QUEENS NY,11361",NA,NA
"4843","SOUTHWEST PORCH","41 W 40TH ST,MANHATTAN NY,10018",NA,NA
"4844","SOUTHWEST NY / BLACK HOUND","301 SOUTH END AVENUE,MANHATTAN NY,10280",NA,NA
"4845","SOUTHSIDE COFFEE","652 6 AVENUE,BROOKLYN NY,11215",NA,NA
"4846","SOUTHSIDE CAFE","300C HUNTS POINT TERMINAL MARKET,BRONX NY,10474",NA,NA
"4847","SOUTHGATE RESTAURANT/JW MARRIOT ESSEX HOUSE","160 CENTRAL PARK SOUTH,MANHATTAN NY,10019",NA,NA
"4848","SOUTHERN HOSPITALITY","645 9 AVENUE,MANHATTAN NY,10036",NA,NA
"4849","SOUTHEAST BAKERY","6821 FORT HAMILTON PARKWAY,BROOKLYN NY,11219",NA,NA
"4850","SOUTH'S","273 CHURCH STREET,MANHATTAN NY,10013",NA,NA
"4851","SOUTH SIDE GOURMET SPANISH AND AMERICAN FOOD","241B NYC TERMINAL MARKET,BRONX NY,10474",NA,NA
"4852","SOUTH SHORE SWIMMING CLUB","6736 HYLAN BOULEVARD,STATEN ISLAND NY,10309",NA,NA
"4853","SOUTH SHORE LITTLE LEAGUE CONCESION STAND","243 BEDELL AVENUE,STATEN ISLAND NY,10307",NA,NA
"4854","SOUTH SHORE LITTLE LEAGUE","540 PAGE AVENUE,STATEN ISLAND NY,10307",NA,NA
"4855","SOUTH SHORE HOT BAGELS","4882 ARTHUR KILL RD,STATEN ISLAND NY,10309",NA,NA
"4856","SOUTH SHORE BAR & GRILL","225 ELLIS ST,STATEN ISLAND NY,10307",NA,NA
"4857","SOUTH OF FRANCE","1800 WESTCHESTER AVENUE,BRONX NY,10472",NA,NA
"4858","SOUTH JAMAICA PORTUGUESE SPORTING CLUB","9523 SUTPHIN BOULEVARD,QUEENS NY,11435",NA,NA
"4859","SOUTH FIN GRILL/THE VANDERBILT","300 FATHER CAPODANNO BOULEVA,STATEN ISLAND NY,10305",NA,NA
"4860","SOUTH BEACH RESTAURANT & BAR","1390 SAINT NICHOLAS AVE,MANHATTAN NY,10033",NA,NA
"4861","SOUTH 4TH BAR & CAFE","90 SOUTH    4 STREET,BROOKLYN NY,11249",NA,NA
"4862","SOUTH","629 5 AVENUE,BROOKLYN NY,11215",NA,NA
"4863","SOURSOP TREE CAFE","12614 MERRICK BLVD,QUEENS NY,11434",NA,NA
"4864","SOUPS,SALADS & BEYOND","1060 MORRIS PARK AVE,BRONX NY,10461",NA,NA
"4865","SOUPS ''R'' US","9015 QUEENS BLVD,QUEENS NY,11373",NA,NA
"4866","SOULFUL BISTRO","963 NOSTRAND AVE,BROOKLYN NY,11225",NA,NA
"4867","SOULFOOD KITCHEN","2516 LINDEN BOULEVARD,BROOKLYN NY,11208",NA,NA
"4868","SOUL OF THE SEA","3037 AVENUE V,BROOKLYN NY,11229",NA,NA
"4869","SOUL FOOD KITCHEN SEAFOOD HEAVEN","261 BEACH 20TH ST,QUEENS NY,11691",NA,NA
"4870","SOUEN RESTAURANT","210 6 AVENUE,MANHATTAN NY,10014",NA,NA
"4871","SOUEN RESTAURANT","28 EAST   13 STREET,MANHATTAN NY,10003",NA,NA
"4872","SOUEN NOODLE","326 EAST    6 STREET,MANHATTAN NY,10003",NA,NA
"4873","SOTTOCASA","232 N 12TH ST,BROOKLYN NY,11211",NA,NA
"4874","SOTTO VOCE RESTAURANT","225 7 AVENUE,BROOKLYN NY,11215",NA,NA
"4875","SOTTO CASA","298 ATLANTIC AVENUE,BROOKLYN NY,11201",NA,NA
"4876","SOTTO 13","140 WEST   13 STREET,MANHATTAN NY,10011",NA,NA
"4877","SOTO JAPANESE RESTAURANT","357 6 AVENUE,MANHATTAN NY,10014",NA,NA
"4878","SOTHEBY'S CAFE","1334 YORK AVENUE,MANHATTAN NY,10021",NA,NA
"4879","SOSAKU JAPANESE RESTAURANT","6328 AVENUE N,BROOKLYN NY,11234",NA,NA
"4880","SORT OF WINE BAR","639 DRIGGS AVE,BROOKLYN NY,11211",NA,NA
"4881","SorryNotSorry","70-15 AUSTIN ST,QUEENS NY,11375",NA,NA
"4882","SORRY BABUSHKA","2230 HYLAN BOULEVARD,STATEN ISLAND NY,10306",NA,NA
"4883","SORRENTOS PIZZA","3891 SEDGWICK AVE,BRONX NY,10463",NA,NA
"4884","SORRENTO'S PIZZERIA","2004 WILLIAMSBRIDGE ROAD,BRONX NY,10461",NA,NA
"4885","SORRENTO","7716 18 AVENUE,BROOKLYN NY,11214",NA,NA
"4886","SORRENTINE","0 LA GUARDIA AIRPORT,QUEENS NY,11369",NA,NA
"4887","SOPHIES'S BISTRO","1904 CONEY ISLAND AVENUE,BROOKLYN NY,11230",NA,NA
"4888","SOPHIES CUBAN CUISINE","401 E 68TH ST,MANHATTAN NY,10065",NA,NA
"4889","SOPHIES CUBAN CUISINE","76 FULTON ST,MANHATTAN NY,10038",NA,NA
"4890","SOPHIES CUBAN CUISINE","27 SMITH STREET,BROOKLYN NY,11201",NA,NA
"4891","SOPHIE'S RESTAURANT(Entrance on 73 New Street)","26 BROADWAY,MANHATTAN NY,10004",NA,NA
"4892","SOPHIE'S RESTAURANT","369 LEXINGTON AVENUE,MANHATTAN NY,10017",NA,NA
"4893","SOPHIE'S CUBAN CUISINE","96 CHAMBERS STREET,MANHATTAN NY,10007",NA,NA
"4894","SOPHIE'S CUBAN CUISINE","28 EAST   23 STREET,MANHATTAN NY,10010",NA,NA
"4895","SOPHIE'S CUBAN CUISINE","21 WEST   45 STREET,MANHATTAN NY,10036",NA,NA
"4896","SOPHIE'S","507 EAST    5 STREET,MANHATTAN NY,10009",NA,NA
"4897","SOOTH SAYER","171 AVENUE A,MANHATTAN NY,10009",NA,NA
"4898","SOOM SOOM","672 LEXINGTON AVE,MANHATTAN NY,10022",NA,NA
"4899","SOOM SOOM","8 W 46TH ST,MANHATTAN NY,10036",NA,NA
"4900","SOOM SOOM","166 W 72ND ST,MANHATTAN NY,10023",NA,NA
"4901","SOOKK THAI RESTAURANT","2686 BROADWAY,MANHATTAN NY,10025",NA,NA
"4902","SOO JAMAICA","4143 WHITE PLAINS RD,BRONX NY,10466",NA,NA
"4903","SONY MUSIC EMPLOYEE CAFETERIA","550 MADISON AVENUE,MANHATTAN NY,10022",NA,NA
"4904","SONY CLUB","25 MADISON AVE,MANHATTAN NY,10010",NA,NA
"4905","SONY CLUB","550 MADISON AVENUE,MANHATTAN NY,10022",NA,NA
"4906","SONY CAFE","25 MADISON AVE,MANHATTAN NY,10010",NA,NA
"4907","SONS OF THUNDER","204 E 38TH ST,MANHATTAN NY,10016",NA,NA
"4908","SONS OF ESSEX","133 ESSEX STREET,MANHATTAN NY,10002",NA,NA
"4909","SONRISA BAR","13937 JAMAICA AVENUE,QUEENS NY,11435",NA,NA
"4910","SONRISA AZUL","4806 41ST ST,QUEENS NY,11104",NA,NA
"4911","SONRIELE A LA FAMILIA","3259 84 STREET,BRONX NY,11370",NA,NA
"4912","SONRIE CON NOSOTROS","4819 SKILLMAN AVE,QUEENS NY,11104",NA,NA
"4913","SONO UCHI SUSHI","381 LENOX AVE,MANHATTAN NY,10027",NA,NA
"4914","Sono","40 WEST    8 STREET,MANHATTAN NY,10011",NA,NA
"4915","SONNY'S ROTI SHOP","118-06 LIBERTY AVENUE,QUEENS NY,11419",NA,NA
"4916","SONNY'S HEROS","1031 EAST   92 STREET,BROOKLYN NY,11236",NA,NA
"4917","SONNY'S GOURMET DELI","4553 ARTHUR KILL RD,STATEN ISLAND NY,10309",NA,NA
"4918","SONNIER & CASTLE FOOD","532 WEST   46 STREET,MANHATTAN NY,10036",NA,NA
"4919","SONNIER & CASTLE","554 WEST   48 STREET,MANHATTAN NY,10036",NA,NA
"4920","SONIC DRIVE-IN","148 PAGE AVE,STATEN ISLAND NY,10309",NA,NA
"4921","SONG'S FAMILY FOOD","16220 NORTHERN BLVD,QUEENS NY,11358",NA,NA
"4922","SONG KRAN THAI","330 8TH AVE,MANHATTAN NY,10001",NA,NA
"4923","SONG E NAPULE","146 W HOUSTON ST,MANHATTAN NY,10012",NA,NA
"4924","SONG","295 5 AVENUE,BROOKLYN NY,11215",NA,NA
"4925","SONAKI","41-18 162 STREET,QUEENS NY,11358",NA,NA
"4926","SON DE CALI BAKERY","877 WYCKOFF AVENUE,QUEENS NY,11385",NA,NA
"4927","SOMTUM DER","85 AVENUE A,MANHATTAN NY,10009",NA,NA
"4928","SOMPONG THAI","3709 83RD ST,QUEENS NY,11372",NA,NA
"4929","SOMOON","4104 162 STREET,QUEENS NY,11358",NA,NA
"4930","SOMNIAC","332 E 116TH ST,MANHATTAN NY,10029",NA,NA
"4931","SOMEWHERE IN NEW YORK","17 NASSAU AVE,BROOKLYN NY,11222",NA,NA
"4932","SOMETHING'S COOKING CATERING","2210 39 AVENUE,QUEENS NY,11101",NA,NA
"4933","SOMETHING SWEET","314 NEW DORP LANE,STATEN ISLAND NY,10306",NA,NA
"4934","SOMETHING GREEK","7616 3 AVENUE,BROOKLYN NY,11209",NA,NA
"4935","SOMETHING 1 INC","161-19 CROCHERON AVE,QUEENS NY,11358",NA,NA
"4936","SOMBRERO MEXICAN RESTAURANT","303 WEST   48 STREET,MANHATTAN NY,10036",NA,NA
"4937","SOLOMON & KUFF'S RUM HOUSE","2331 12TH AVE,MANHATTAN NY,10027",NA,NA
"4938","SOLO PIZZA","27 AVENUE B,MANHATTAN NY,10009",NA,NA
"4939","SOLIDE ROCHER RESTAURANT & BAKERY","3011 BEVERLY ROAD,BROOKLYN NY,11226",NA,NA
"4940","SOLELUNA","4001 QUEENS BLVD,QUEENS NY,11104",NA,NA
"4941","SOLE OF THE SEA","527 ALBANY AVENUE,BROOKLYN NY,11203",NA,NA
"4942","SOLE DI CAPRI","165 CHURCH STREET,MANHATTAN NY,10007",NA,NA
"4943","SOLDIERS CARIBBEAN RESTAURANT","1439 ST JOHNS PLACE,BROOKLYN NY,11213",NA,NA
"4944","SOLDIER RESTAURANT & BUFFET","1444 FULTON ST,BROOKLYN NY,11216",NA,NA
"4945","SOLDIER JERK CENTER","98 MALCOLM X BLVD,BROOKLYN NY,11221",NA,NA
"4946","SOLAS","232 EAST    9 STREET,MANHATTAN NY,10003",NA,NA
"4947","SOLACE BAR & GRILL","3496 BROADWAY,MANHATTAN NY,10031",NA,NA
"4948","SOL HYANG GEE BBQ","13673 41 AVENUE,QUEENS NY,11355",NA,NA
"4949","SOL DE QUITO RESTAURANT II","4417 NEW UTRECHT AVE,BROOKLYN NY,11219",NA,NA
"4950","SOL DE QUITO RESTAURANT","189 IRVING AVENUE,BROOKLYN NY,11237",NA,NA
"4951","soju haus","315 5TH AVE,MANHATTAN NY,10016",NA,NA
"4952","SOJOURN","242-244 EAST   79 STREET,MANHATTAN NY,10075",NA,NA
"4953","SOIGNE","486 6 AVENUE,BROOKLYN NY,11215",NA,NA
"4954","SOI 30 THAI","430 3 AVENUE,MANHATTAN NY,10016",NA,NA
"4955","SOHO TIFFIN JUNCTION","42 E 8TH ST,MANHATTAN NY,10003",NA,NA
"4956","SOHO THAI","141 GRAND ST,MANHATTAN NY,10013",NA,NA
"4957","SOHO SUSHI","231 SULLIVAN STREET,MANHATTAN NY,10012",NA,NA
"4958","SOHO ROOM","203 SPRING ST,MANHATTAN NY,10012",NA,NA
"4959","SOHO PARK","62 PRINCE STREET,MANHATTAN NY,10012",NA,NA
"4960","SOHO LOUNGE","2213 65 STREET,BROOKLYN NY,11204",NA,NA
"4961","SOHO KTV & BAR","3202 LINDEN PL,QUEENS NY,11354",NA,NA
"4962","SOHO HOUSE","2935 9 AVENUE,MANHATTAN NY,10014",NA,NA
"4963","SOHO GRAND HOTEL","310 WEST BROADWAY,MANHATTAN NY,10013",NA,NA
"4964","SOHO CAFE AND GRILL","2215 31 STREET,QUEENS NY,11105",NA,NA
"4965","SOHO CAFE & GRILL","8312 5TH AVE,BROOKLYN NY,11209",NA,NA
"4966","SOHO CAFE & GRILL","215 CHURCH AVENUE,BROOKLYN NY,11218",NA,NA
"4967","SOHO BISTRO","0 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",NA,NA
"4968","SOHNA PUNJAB INDIAN RESTAURANT","248-03 UNION TPKE,QUEENS NY,11426",NA,NA
"4969","SOHNA PUNJAB","11710 ATLANTIC AVENUE,QUEENS NY,11419",NA,NA
"4970","SOGOGOOGO SUSHI","19701980 VICTORY BLVD,STATEN ISLAND NY,10314",NA,NA
"4971","SOFT SPOT BAR","128 BEDFORD AVE,BROOKLYN NY,11249",NA,NA
"4972","SOFRITO","400 EAST 57 STREET,MANHATTAN NY,10022",NA,NA
"4973","SOFRITO","679 RIVERSIDE DR,MANHATTAN NY,10031",NA,NA
"4974","SOFITEL NEW YORK","45 W 44TH ST,MANHATTAN NY,10036",NA,NA
"4975","SOFITEL NEW YORK","45 WEST 44 STREET,MANHATTAN NY,10036",NA,NA
"4976","SOFIA'S PIZZA HOUSE","451 GRANDVIEW AVE,QUEENS NY,11385",NA,NA
"4977","SOFIA'S PIZZA","11215 LINDEN BOULEVARD,QUEENS NY,11420",NA,NA
"4978","SOFIA'S LITTLE ITALY","143 MULBERRY STREET,MANHATTAN NY,10013",NA,NA
"4979","SOFIA'S","42 W 48TH ST,MANHATTAN NY,10036",NA,NA
"4980","SOFIA WINE BAR & CAFE","242 EAST   50 STREET,MANHATTAN NY,10022",NA,NA
"4981","SOFIA PIZZERIA","7810 20TH AVE,BROOKLYN NY,11214",NA,NA
"4982","SOFIA PIZZA RESTAURANT","2822 CONEY ISLAND AVENUE,BROOKLYN NY,11235",NA,NA
"4983","SOFIA MEXICAN RESTAURANT","187 SUYDAM ST,BROOKLYN NY,11221",NA,NA
"4984","SOFIA","8406 3 AVENUE,BROOKLYN NY,11209",NA,NA
"4985","SODEXO AMERICA","123 WEST   13 STREET,MANHATTAN NY,10011",NA,NA
"4986","SODEXO","767 5 AVENUE,MANHATTAN NY,10153",NA,NA
"4987","SODESH RESTAURANT.","3111 BAINBRIDGE AVENUE,BRONX NY,10467",NA,NA
"4988","SODA BAR","629 VANDERBILT AVENUE,BROOKLYN NY,11238",NA,NA
"4989","SOCO RESTAURANT","509 MYRTLE AVENUE,BROOKLYN NY,11205",NA,NA
"4990","SOCIETY OF ILLUSTRATORS","128 EAST   63 STREET,MANHATTAN NY,10065",NA,NA
"4991","SOCIETY BILLARDS AND BAR","10 EAST   21 STREET,MANHATTAN NY,10010",NA,NA
"4992","SOCIETE GENERALE CAFETERIA","245 PARK AVE,MANHATTAN NY,10167",NA,NA
"4993","SOCIETE GENERAL","245 PARK AVE,MANHATTAN NY,10167",NA,NA
"4994","SOCIALE","72 HENRY ST,BROOKLYN NY,11201",NA,NA
"4995","SOCIAL KITCHEN","358 3RD AVE,MANHATTAN NY,10016",NA,NA
"4996","SOCIAL CIRCLE","30 W 46TH ST,MANHATTAN NY,10036",NA,NA
"4997","SOCIAL","795 8 AVENUE,MANHATTAN NY,10019",NA,NA
"4998","SOCCER TAVERN","6004 8 AVENUE,BROOKLYN NY,11220",NA,NA
"4999","SOCARRAT NOLITA","284 MULBERRY STREET,MANHATTAN NY,10012",NA,NA
"5000","SOCARRAT EAST","953 2 AVENUE,MANHATTAN NY,10022",NA,NA
"5001","SOCARRAT (PAELLA BAR AND WINE BAR)","259 WEST   19 STREET,MANHATTAN NY,10011",NA,NA
"5002","SOBA-YA","229 EAST    9 STREET,MANHATTAN NY,10003",NA,NA
"5003","SOBA-KOH","309 EAST    5 STREET,MANHATTAN NY,10003",NA,NA
"5004","SOBA TOTTO","211 EAST   43 STREET,MANHATTAN NY,10017",NA,NA
"5005","SOBA NIPPON JAPANESE RESTAURANT","666 5 AVENUE,MANHATTAN NY,10019",NA,NA
"5006","SOB's","200 VARICK STREET,MANHATTAN NY,10014",NA,NA
"5007","SO-HOME","410 W BROADWAY,MANHATTAN NY,10012",NA,NA
"5008","SNOWDONIA PUB","3455 32ND STREET,QUEENS NY,11106",NA,NA
"5009","SNOWDAYS SHAVERY","241 E 10TH ST,MANHATTAN NY,10003",NA,NA
"5010","SNOWDAYS","167 7TH AVE S,MANHATTAN NY,10014",NA,NA
"5011","SNOWDAYS","3720 PRINCE ST,QUEENS NY,11354",NA,NA
"5012","SNE CREPE","58 W 8TH ST,MANHATTAN NY,10011",NA,NA
"5013","SNAX SPOT","534 9TH AVE,MANHATTAN NY,10018",NA,NA
"5014","SNATCH & GO INTERNET CAFE & JUICE BAR","3410 CHURCH AVE,BROOKLYN NY,11203",NA,NA
"5015","SNAKS (AT SAKS)","611 5 AVENUE,MANHATTAN NY,10022",NA,NA
"5016","SNAFU 28","37 EAST   28 STREET,MANHATTAN NY,10016",NA,NA
"5017","SNAFU","127 EAST   47 STREET,MANHATTAN NY,10017",NA,NA
"5018","SNACKY","187 GRAND STREET,BROOKLYN NY,11211",NA,NA
"5019","SNACKS-N-WHEELS","625 8 AVENUE,MANHATTAN NY,10018",NA,NA
"5020","SNACKBOX NYC","00 BROADWAY BETWEEN 43RD AND 44TH ST,MANHATTAN NY,10036",NA,NA
"5021","SNACK TIME GRILL","8769 LEFFERTS BOULEVARD,QUEENS NY,11418",NA,NA
"5022","SNACK TAVERNA","63 BEDFORD STREET,MANHATTAN NY,10014",NA,NA
"5023","SNACK EOS","522 9TH AVE,MANHATTAN NY,10018",NA,NA
"5024","SNACK BOX","0 TIMES SQUARE,MANHATTAN NY,10036",NA,NA
"5025","SNACK BAR (LOCATED BETWEEN A-B BETWEEN FANCY FOOD AND MASTERS)","355 FOOD CENTER DRIVE,BRONX NY,10474",NA,NA
"5026","SNACK BAR","1111 131 STREET,QUEENS NY,11356",NA,NA
"5027","SNACK BAR","679 RIVERSIDE DR,MANHATTAN NY,10031",NA,NA
"5028","SNACK","105 THOMPSON ST,MANHATTAN NY,10012",NA,NA
"5029","SMORGAS CHEF/ CREPES DU NORD","53 STONE STREET,MANHATTAN NY,10004",NA,NA
"5030","SMORGAS CHEF AT SCANDINAVIA HOUSE","58 PARK AVENUE,MANHATTAN NY,10016",NA,NA
"5031","SMOOTHIE REY","1320 JEROME AVE,BRONX NY,10452",NA,NA
"5032","SMOOTHIE HAVEN","7416 BEACH CHANNEL DR,QUEENS NY,11692",NA,NA
"5033","SMOOCHA","315 5TH AVE,MANHATTAN NY,10016",NA,NA
"5034","SMOOCH","266 CARLTON AVENUE,BROOKLYN NY,11205",NA,NA
"5035","SMOKEY ISLAND GRILLE","1274 FULTON STREET,BROOKLYN NY,11216",NA,NA
"5036","SMOKEY BURGER ORGANIC","339 WEST   44 STREET,MANHATTAN NY,10036",NA,NA
"5037","SMOKESHACK","2085 FLATBUSH AVENUE,BROOKLYN NY,11234",NA,NA
"5038","SMOKE BBQ PIT","12921 MERRICK BOULEVARD,QUEENS NY,11434",NA,NA
"5039","SMOKE","2751 BROADWAY,MANHATTAN NY,10025",NA,NA
"5040","SMITHFIELD HALL","138 W 25TH ST,MANHATTAN NY,10001",NA,NA
"5041","SMITH'S HELL'S KITCHEN BAR & RESTAURANT","701 8TH AVE,MANHATTAN NY,10036",NA,NA
"5042","SMITH TAVERN","440 5 AVENUE,BROOKLYN NY,11215",NA,NA
"5043","SMITH FOOD EXPRESS","23 SMITH STREET,BROOKLYN NY,11201",NA,NA
"5044","SMITH CANTEEN","343 SMITH STREET,BROOKLYN NY,11231",NA,NA
"5045","SMITH & WOLLENSKY","201 EAST   49 STREET,MANHATTAN NY,10017",NA,NA
"5046","SMITH & MILLS","71 NORTH MOORE STREET,MANHATTAN NY,10013",NA,NA
"5047","SMILING PIZZA","323 7 AVENUE,BROOKLYN NY,11215",NA,NA
"5048","SMILERS","554 5 AVENUE,MANHATTAN NY,10036",NA,NA
"5049","SMILER'S DELI","532 MADISON AVENUE,MANHATTAN NY,10022",NA,NA
"5050","SMILE TO GO","22 HOWARD STREET,MANHATTAN NY,10013",NA,NA
"5051","SMILE RESTAURANT","778 ALLERTON AVE,BRONX NY,10467",NA,NA
"5052","SMASHBURGER","4318 AMBOY RD,STATEN ISLAND NY,10312",NA,NA
"5053","SMASHBURGER","4325 BOSTON RD,BRONX NY,10466",NA,NA
"5054","SMASHBURGER","80 DEKALB AVENUE,BROOKLYN NY,11201",NA,NA
"5055","SMASHBURGER","528 GATEWAY DR,BROOKLYN NY,11239",NA,NA
"5056","SMASHBURGER","193 W 237TH ST,BRONX NY,10463",NA,NA
"5057","SMASHBURGER","10 W 33RD ST,MANHATTAN NY,10001",NA,NA
"5058","SMASHBURGER","136 WILLIAM ST,MANHATTAN NY,10038",NA,NA
"5059","SMALLS JAZZ CLUB","183 WEST   10 STREET,MANHATTAN NY,10014",NA,NA
"5060","SMALL PEACE SOUP & SMOOTHIE","316 5 AVENUE,MANHATTAN NY,10001",NA,NA
"5061","SMALL KITCHEN","4437 VERNON BOULEVARD,QUEENS NY,11101",NA,NA
"5062","SLIM TO GO","1556A WHITE PLAINS RD,BRONX NY,10462",NA,NA
"5063","SLIDER KITCHENS","381 LENOX AVE,MANHATTAN NY,10027",NA,NA
"5064","SLIDE BAR-B-Q","5275 65TH PL,QUEENS NY,11378",NA,NA
"5065","SLICK WILLIE","179 MESEROLE AVE,BROOKLYN NY,11222",NA,NA
"5066","SLICES AND ICES","208 BEACH 116 STREET,QUEENS NY,11694",NA,NA
"5067","SLICES","314316 MARCY AVENUE,BROOKLYN NY,11211",NA,NA
"5068","SLICE PIZZA","2224 AMSTERDAM AVE,MANHATTAN NY,10032",NA,NA
"5069","SLICE OF BROOKLYN  INC.","849 4TH AVE,BROOKLYN NY,11232",NA,NA
"5070","SLICE & CO. BRICK OVEN PIZZA","527 6 AVENUE,MANHATTAN NY,10011",NA,NA
"5071","SLICE","4811 VERNON BLVD,QUEENS NY,11101",NA,NA
"5072","SLEEP NO MORE AT THE MCKITTRICK HOTEL","530 WEST   27 STREET,MANHATTAN NY,10001",NA,NA
"5073","SLAVYANSKIY BAZAR","2013 CONEY ISLAND AVENUE,BROOKLYN NY,11223",NA,NA
"5074","SLAUGHTERED LAMB PUB","182 W 4TH ST,MANHATTAN NY,10014",NA,NA
"5075","SLATTERY'S MIDTOWN PUB","8 EAST   36 STREET,MANHATTAN NY,10016",NA,NA
"5076","SLATE","54 WEST   21 STREET,MANHATTAN NY,10010",NA,NA
"5077","SLAKE","251 W 30TH ST,MANHATTAN NY,10001",NA,NA
"5078","SLAINTE","304 BOWERY,MANHATTAN NY,10012",NA,NA
"5079","SL GREEN REALTY","420 LEXINGTON AVENUE,MANHATTAN NY,10017",NA,NA
"5080","SKYVIEW DINER","2365 WESTCHESTER AVE,BRONX NY,10462",NA,NA
"5081","SKYVIEW CAFE","5701 ARLINGTON AVE,BRONX NY,10471",NA,NA
"5082","SKYTOWN","921 BROADWAY,BROOKLYN NY,11206",NA,NA
"5083","SKYLINE DINER","27127 UNION TPKE,QUEENS NY,11040",NA,NA
"5084","SKYLINE BILLARD","2515 MCDONALD AVENUE,BROOKLYN NY,11223",NA,NA
"5085","Skyline Bar & Lounge","1511 WILKINSON AVE,BRONX NY,10461",NA,NA
"5086","SKYLIGHT DINER","402 WEST   34 STREET,MANHATTAN NY,10001",NA,NA
"5087","SKYLIGHT CAFE (MEDGAR EVERS COLLEGE)","1638 BEDFORD AVENUE,BROOKLYN NY,11225",NA,NA
"5088","SKYLARK","477 5TH AVE,BROOKLYN NY,11215",NA,NA
"5089","SKY TERRACE BAR","356 WEST   58 STREET,MANHATTAN NY,10019",NA,NA
"5090","SKY ROOM","330 WEST   40 STREET,MANHATTAN NY,10018",NA,NA
"5091","SKY ICE","63 5 AVENUE,BROOKLYN NY,11217",NA,NA
"5092","SKY GARDEN AND TONIC AT SPA CASTLE","1111 131 STREET,QUEENS NY,11356",NA,NA
"5093","SKY FOOD COURT(SKY MALL)","4024 COLLEGE POINT BOULEVARD,QUEENS NY,11354",NA,NA
"5094","SKY CAFE NYC INC","8620 WHITNEY AVE,QUEENS NY,11373",NA,NA
"5095","SKOVORODKA RESTAURANT","615 BRIGHTON BEACH AVENUE,BROOKLYN NY,11235",NA,NA
"5096","SKINNYPIZZA","225 LIBERTY ST,MANHATTAN NY,10281",NA,NA
"5097","SKINNY'S CANTINA","4705 CENTER BOULEVARD,QUEENS NY,11109",NA,NA
"5098","SKINNY DENNIS","152 METROPOLITAN AVENUE,BROOKLYN NY,11249",NA,NA
"5099","SKINFLINTS RESTAURANT","7902 5 AVENUE,BROOKLYN NY,11209",NA,NA
"5100","SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP","4606 SKILLMAN AVENUE,QUEENS NY,11104",NA,NA
"5101","SKAZKA","2334 CONEY ISLAND AVENUE,BROOKLYN NY,11223",NA,NA
"5102","SKADDEN ARPS, SLATE","4 TIMES SQUARE,MANHATTAN NY,10036",NA,NA
"5103","SK RESTAURANT","14249 ROCKAWAY BLVD,QUEENS NY,11436",NA,NA
"5104","SJL 2","1007 50TH AVE,QUEENS NY,11101",NA,NA
"5105","SIZZLE SHAWARMA & FALAFEL BAR","18615 UNION TPKE,QUEENS NY,11366",NA,NA
"5106","SIZ-IN-PAN","318 LIVINGSTON ST,BROOKLYN NY,11217",NA,NA
"5107","SIXTY THOMPSON","60 THOMPSON ST,MANHATTAN NY,10012",NA,NA
"5108","SIX PANS","180 7TH AVE,MANHATTAN NY,10011",NA,NA
"5109","SIX HAPPINESS CHINESE RESTAURANT","1378 CROSBY AVENUE,BRONX NY,10461",NA,NA
