"","V1","V2","long","lat"
"134","LE GIGOT","18 CORNELIA ST,MANHATTAN NY,10014",-74.001914,40.7313345
"135","LE GARAGE","159 CENTRAL AVE,BROOKLYN NY,11221",-73.9267919,40.6992305
"136","LE GAMIN CAFE","556 VANDERBILT AVE,BROOKLYN NY,11238",-73.9682762,40.6800204
"137","LE GAMIN","108 FRANKLIN STREET,BROOKLYN NY,11222",-73.9571322,40.7282982
"138","LE FRAPE","2511 ASTORIA BLVD,QUEENS NY,11102",-73.9222062,40.771416
"139","LE FOND","105 NORMAN AVENUE,BROOKLYN NY,11222",-73.9511329,40.7258429
"140","LE FANFARE","1103 MANHATTAN AVE,BROOKLYN NY,11222",-73.9554862,40.7362353
"141","LE DISTRICT","225 LIBERTY ST,MANHATTAN NY,10281",-74.0152654,40.7119835
"142","LE COQ RICO","30 E 20TH ST,MANHATTAN NY,10003",-73.9888939,40.7385919
"143","LE COLONIAL","149 EAST   57 STREET,MANHATTAN NY,10022",-73.9683494,40.7608569
"144","LE CIRQUE","151 EAST   58 STREET,MANHATTAN NY,10022",-73.967902,40.7615678
"145","LE CHEILE","839 WEST  181 STREET,MANHATTAN NY,10033",-73.9399876,40.8514952
"146","Le Charlot","19 EAST   69 STREET,MANHATTAN NY,10021",-73.9664884,40.7698365
"147","LE CAFE COFFEE","145 4TH AVE,MANHATTAN NY,10003",-73.9895651,40.7338763
"148","LE CAFE COFFEE","7 EAST 14TH STREET,MANHATTAN NY,10003",-73.9925476,40.7358089
"149","LE CAFE","575 5 AVENUE,MANHATTAN NY,10017",-73.9782276,40.7562745
"150","LE BOUCHON","2812 OCEAN AVE,BROOKLYN NY,11229",-73.9505271,40.5928818
"151","LE BOTANISTE","833 LEXINGTON AVE,MANHATTAN NY,10065",-73.9658839,40.7649689
"152","LE BON PAIN","21165 JAMAICA AVENUE,QUEENS NY,11428",-73.74724,40.7158406
"153","LE BON CHOIX","652 10TH AVE,MANHATTAN NY,10036",-73.9934257,40.7620612
"154","LE BON CAFE","0 PLAZA PENN STATION,MANHATTAN NY,10119",-73.9933939,40.7505057
"155","LE BISTRO D'A COTE","1590 1 AVENUE,MANHATTAN NY,10028",-73.950636,40.774637
"156","LE BILBOQUET","20 E 60TH ST,MANHATTAN NY,10022",-73.970589,40.763807
"157","Le Bernardin Priv??_??_??_??_/Wine Bar","151 W 51ST ST,MANHATTAN NY,10019",-73.9819925,40.7616065
"158","Le Bernardin Priv??/Wine Bar","151 W 51ST ST,MANHATTAN NY,10019",-73.9819925,40.7616065
"159","LE BERNARDIN","155 W 51ST ST,MANHATTAN NY,10019",-73.9816913,40.7616584
"160","LE BATEAU IVRE","230 EAST   51 STREET,MANHATTAN NY,10022",-73.9691818,40.7557468
"161","LE BASKET","683 BROADWAY,MANHATTAN NY,10012",-73.9948354,40.7280233
"162","LE BARRICOU","533 GRAND STREET,BROOKLYN NY,11211",-73.9500715,40.7112219
"163","LE BARON","32 MULBERRY STREET,MANHATTAN NY,10013",-73.9994095,40.714608
"164","LE BARATIN","26 GREENWICH AVE,MANHATTAN NY,10011",-73.9999272,40.7349953
"165","LE BAOBAB-GOUYGUI RESTAURANT","120 W 116TH ST,MANHATTAN NY,10026",-73.951123,40.802314
"166","LE BANQUET BAR & RESTAURANT","2281 NOSTRAND AVENUE,BROOKLYN NY,11210",-73.9469816,40.629072
"167","LCZ RESTAURANT","4610 8 AVENUE,BROOKLYN NY,11220",-74.0017324,40.6432179
"168","LCLE BAR","13617 41ST AVE,QUEENS NY,11355",-73.8289724,40.7588608
"169","LCL BAR AND KITCHEN","212 EAST   42 STREET,MANHATTAN NY,10017",-73.9740114,40.7502017
"170","LB SPUMONI GARDENS","2725 86 STREET,BROOKLYN NY,11223",-73.9812959,40.5947357
"171","LAZZAT","1969 BATH AVE,BROOKLYN NY,11214",-74.001513,40.601709
"172","LAZZARAS PIZZA CAFE","221 WEST   38 STREET,MANHATTAN NY,10018",-73.9892709,40.7539608
"173","LAZY POINT","310 SPRING STREET,MANHATTAN NY,10013",-74.008601,40.7257505
"174","LAZY IBIS","663 FRANKLIN AVE,BROOKLYN NY,11238",-73.955868,40.675747
"175","LAZIZ RESTAURANT & CATERING","25907 HILLSIDE AVE,QUEENS NY,11004",-73.7090854,40.7371839
"176","LAZARD FRERES","30 ROCKEFELLER PLAZA,MANHATTAN NY,10112",-73.9793564,40.7589426
"177","LAYLA JONES","214 COURT STREET,BROOKLYN NY,11201",-73.994046,40.6866639
"178","LAYALY CAFE","4409 BROADWAY,QUEENS NY,11103",-73.9152951,40.7574164
"179","LAYALI DUBAI","2417 STEINWAY STREET,QUEENS NY,11103",-73.9109628,40.7685376
"180","LAYALI BEIRUT","2560 STEINWAY ST,QUEENS NY,11103",-73.9131017,40.7665968
"181","LAVO NEW YORK","625 MADISON AVENUE,MANHATTAN NY,10022",-73.9712336,40.7631276
"182","LAVENDER LAKE","383 CARROLL STREET,BROOKLYN NY,11231",-73.9897591,40.6786225
"183","LAVELLE'S ADMIRAL'S CLUB","4515 BROADWAY,QUEENS NY,11103",-73.914272,40.7569379
"184","LAVAZZA ESPRESSO BAR","0 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"185","LAVAGNA","545 EAST    5 STREET,MANHATTAN NY,10009",-73.9823434,40.7240941
"186","LAVA CAFE","61 PAGE AVE,STATEN ISLAND NY,10309",-74.23451,40.522936
"187","LAUT","15 EAST   17 STREET,MANHATTAN NY,10003",-73.991051,40.737643
"188","LAURENTINO'S PASTICCERIA & CAFFE","680 5 AVENUE,BROOKLYN NY,11215",-73.993226,40.66181
"189","LAURA'S PIZZA","3073 BAILEY AVE,BRONX NY,10463",-73.9027711,40.8779404
"190","LATTE ART","15 STONE ST,MANHATTAN NY,10004",-74.0121261,40.7041795
"191","LATTANZI","361 WEST   46 STREET,MANHATTAN NY,10036",-73.9900057,40.7608533
"192","LATOURETTE GOLF COURSE","1001 RICHMOND HILL ROAD,STATEN ISLAND NY,10306",-74.1468129,40.5760984
"193","LATITUDE BAR & GRILL","783 8 AVENUE,MANHATTAN NY,10036",-73.9875069,40.760937
"194","LATINO RESTAURANT","494 EAST  138 STREET,BRONX NY,10454",-73.9199166,40.8075587
"195","LATINO EXPRESS RESTAURANT","1888 WESTCHESTER AVE,BRONX NY,10472",-73.8617268,40.8325203
"196","LATINA GRILL RESTAURANT","3452 BOSTON RD,BRONX NY,10469",-73.8483379,40.8761195
"197","LATIN PARADISE","2032 RICHMOND TERRACE,STATEN ISLAND NY,10302",-74.1310863,40.6400492
"198","LATIN CABANA","3415 STEINWAY ST,QUEENS NY,11101",-73.9211097,40.7561773
"199","LATIN BITES","419 E 70TH ST,MANHATTAN NY,10021",-73.9556591,40.7661718
"200","LATIN BAKERY","4141 MAIN STREET,QUEENS NY,11355",-73.8286956,40.7572907
"201","LATIN AMERICAN RESTAURANT","29 WEST   26 STREET,MANHATTAN NY,10010",-73.9899975,40.7444326
"202","LATERNA TAVERNA","4720 BELL BOULEVARD,QUEENS NY,11361",-73.7677765,40.7563383
"203","LATENS RESTAURANT","11908 MERRICK BLVD,QUEENS NY,11434",-73.7731852,40.6854967
"204","LATE BAR","16121 CROCHERON AVENUE,QUEENS NY,11358",-73.8040567,40.7626318
"205","LAST STOP RESTAURANT","2235 31 STREET,QUEENS NY,11105",-73.9125463,40.7745704
"206","LAST STOP GOURMET SHOP","222 BEACH 116 STREET,QUEENS NY,11694",-73.8372398,40.5803727
"207","LASSO","192 MOTT STREET,MANHATTAN NY,10012",-73.9954574,40.7209601
"208","LASSEN & HENNIGS","114 MONTAGUE ST,BROOKLYN NY,11201",-73.9949309,40.6947876
"209","LASH WEST INDIAN AND AMERICAN CUISINE","800 BURKE AVENUE,BRONX NY,10467",-73.8631952,40.8711592
"210","LASANI RESTAURANT","15 WEST   29 STREET,MANHATTAN NY,10001",-73.9878585,40.745969
"211","LASAGNA RESTAURANT","941 2 AVENUE,MANHATTAN NY,10022",-73.9688609,40.7549043
"212","LASAGNA RESTAURANT","196 8 AVENUE,MANHATTAN NY,10011",-73.9996782,40.7432349
"213","LAS TIAS BAKERY","7401 METROPOLITAN AVENUE,QUEENS NY,11379",-73.8782929,40.7130641
"214","LAS TAPAS","808 W 187TH ST,MANHATTAN NY,10033",-73.9373725,40.855113
"215","LAS TAINAS BAR & RESTAURANT","347 BROADWAY,BROOKLYN NY,11211",-73.9558451,40.7079107
"216","LAS SIRENAS","1896 JEROME AVENUE,BRONX NY,10453",-73.910435,40.8499493
"217","LAS SERRANITAS RESTAURANT","10011 37 AVENUE,QUEENS NY,11368",-73.8667371,40.752854
"218","LAS RAMBLAS","170 WEST    4 STREET,MANHATTAN NY,10014",-74.0016271,40.7320189
"219","LAS PRIMAS RESTAURANT","1195 CASTLETON AVE,STATEN ISLAND NY,10310",-74.1221592,40.6343288
"220","LAS PERLAS SALVADORENO RESTAURANTE","16008 46 AVENUE,QUEENS NY,11358",-73.8064303,40.7536924
"221","LAS PANTERAS NEGRAS RESTAURANT","2130 2 AVENUE,MANHATTAN NY,10029",-73.940498,40.792782
"222","LAS PALMAS RESTAURANT","3891 BROADWAY,MANHATTAN NY,10032",-73.9424267,40.837654
"223","LAS PALMAS BAKERY","2269 JEROME AVENUE,BRONX NY,10453",-73.9042201,40.8583402
"224","LAS ORQUIDEAS RESTAURANT","667 E 187TH ST,BRONX NY,10458",-73.8855118,40.8547274
"225","LAS MARGARITAS RESTAURANT","7206 3RD AVE,BROOKLYN NY,11209",-74.027331,40.6333709
"226","LAS MARAVILLAS DE MEXICO RESTAURANT","1113 BEDFORD PARK BOULEVARD,BRONX NY,10468",-73.891607,40.8745275
"227","LAS MAGARITAS","3801 BROADWAY,QUEENS NY,11103",-73.9195583,40.7594258
"228","LAS LUNITAS","195 STANHOPE ST,BROOKLYN NY,11237",-73.9213905,40.6999668
"229","LAS JAROCHITAS RESTAURANT","8626 ROOSEVELT AVE,QUEENS NY,11372",-73.8790341,40.7479326
"230","LAS ISLA RESTAURANT","293 BROADWAY,BROOKLYN NY,11211",-73.9581403,40.7087235
"231","LAS DIVAS SPORTS BAR-N-RESTAURANT","966 EAST  165 STREET,BRONX NY,10459",-73.8944585,40.8237533
"232","LAS DELICIAS RESTAURANT & BAKERY","1801 COLLEGE POINT BLVD,QUEENS NY,11356",-73.8457395,40.7831003
"233","LAS DELICIAS PERUANAS RESTAURANT","4307 104 STREET,QUEENS NY,11368",-73.860238,40.747651
"234","LAS DELICIAS","217-19 JAMAICA AVE,QUEENS NY,11428",-73.7372267,40.7179191
"235","LAS CONCHITAS BAKERY","4811 5 AVENUE,BROOKLYN NY,11220",-74.0092833,40.6457935
"236","LAS CHATAS TAQUERIA & DELI GROCERY","599 EAST 184 STREET,BRONX NY,10458",-73.8894752,40.8536704
"237","LAS CENIZAS RESTAURANT","4820 4 AVENUE,BROOKLYN NY,11220",-74.012161,40.647281
"238","LAS CATRACHAS RESTAURANT","68 VAN RIPER STREET,STATEN ISLAND NY,10302",-74.1441327,40.6256146
"239","LAS CAMELIAS BAR & RESTAURANT","1802 WESTCHESTER AVENUE,BRONX NY,10472",-73.8660312,40.8316667
"240","LAS BANDERAS SPORT BAR","1710 UNIVERSITY AVENUE,BRONX NY,10453",-73.9180266,40.8485108
"241","LAS BANDERAS RESTAURANT","1641 MCDONALD AVENUE,BROOKLYN NY,11230",-73.9734928,40.6128827
"242","LAS BANDERAS","1641 MCDONALD AVE,BROOKLYN NY,11230",-73.9734928,40.6128827
"243","LAS AMERICAS BAKERY","9304 37 AVENUE,QUEENS NY,11372",-73.8739047,40.7506201
"244","LAS AMERICAS BAKERY","4030 82 STREET,QUEENS NY,11373",-73.8840338,40.7466984
"245","LAS AMERICAS BAKERY","3362 BROADWAY,MANHATTAN NY,10031",-73.9543887,40.8205758
"246","LAS 5 AMERICAS UNIDAS RESTAURANT","66 ELDERT ST,BROOKLYN NY,11207",-73.9127395,40.6868844
"247","LARRY FLYNT'S HUSTLER CLUB","639641 WEST   51 STREET,MANHATTAN NY,10019",-73.9870734,40.763524
"248","LARRY  LAWRENCE","295 GRAND STREET,BROOKLYN NY,11211",-73.9573216,40.7130584
"249","LARK","1007 CHURCH AVENUE,BROOKLYN NY,11218",-73.9701895,40.6468122
"250","LARIMAR RESTAURANT","21315 E 170TH ST,BRONX NY,10456",-73.907326,40.8362149
"251","LARCHMONT HOTEL","27 WEST   11 STREET,MANHATTAN NY,10011",-73.9960618,40.7346945
"252","LARB UBOL","480 9TH AVE,MANHATTAN NY,10018",-73.9947786,40.7550157
"253","LAOMA MA LA TANG","6301 8TH AVENUE,BROOKLYN NY,11220",-74.011352,40.633347
"254","LAOMA MA LA TANG","13335 ROOSEVELT AVE,QUEENS NY,11354",-73.8331317,40.7588187
"255","LAO MA SPICY","4128 MAIN ST,QUEENS NY,11352",-73.829437,40.757178
"256","LAO MA MA LA TANG","4318 MAIN ST,QUEENS NY,11355",-73.8268606,40.7519485
"257","LAO MA MA LA TANG","13620 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8290939,40.759362
"258","Lao Jie Special Soup Buns","13620 38TH AVE,QUEENS NY,11354",-73.8297618,40.7608014
"259","LAO DONG BEI RESTAURANT","4409 KISSENA BOULEVARD,QUEENS NY,11355",-73.822344,40.7537952
"260","LAO DI FANG NOODLE HOUSE","28 FORSYTH STREET,MANHATTAN NY,10002",-73.9941892,40.7151798
"261","LAO BEI FANG DUMPLING & HAND-DRAWN NOODLE HOUSE","8305 BROADWAY,QUEENS NY,11373",-73.8795745,40.7411554
