,NAME,lat,lng,NTAName,spot_type
284,Wolf Daniel Inc,40.77515497,-73.96208739,Upper East Side-Carnegie Hill,art_gallery
285,Woodward Gallery,40.71901344,-73.99181719,Chinatown,art_gallery
286,WORLD AFRICA,40.83514504,-73.94753651,Washington Heights South,art_gallery
287,World Art Center,40.71059949,-74.00717582,Battery Park City-Lower Manhattan,art_gallery
288,Yancey Richardson Gallery,40.74799009,-74.00606502,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
289,Yasuda Fine Arts Inc,40.76154759,-73.9776035,Midtown-Midtown South,art_gallery
290,Yorks Shona Gallery,40.72346095,-73.99930952,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
291,Yorkville Art Gallery & Framing,40.78412567,-73.94977563,Yorkville,art_gallery
292,Yoshii Gallery,40.77472916,-73.96353645,Upper East Side-Carnegie Hill,art_gallery
293,Yung Hee Kim,40.77480195,-73.9650305,Upper East Side-Carnegie Hill,art_gallery
294,Zabriskie Gallery,40.76417706,-73.97608678,Midtown-Midtown South,art_gallery
295,Zarre Andre Gallery,40.74665656,-74.00694053,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
296,Zetterquist Galleries,40.76855091,-73.96909886,Upper East Side-Carnegie Hill,art_gallery
297,Zito Studio Gallery,40.71959638,-73.98835222,Chinatown,art_gallery
298,Zwirner & Wirth,40.76947535,-73.96656358,Upper East Side-Carnegie Hill,art_gallery
299,Zwirner David Gallery,40.74589496,-74.00696818,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
300,Priska C. Juschka Fine Art Inc,40.7512663,-74.00436441,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
301,1 2 3 Watts Gallery,40.72385717,-74.00902349,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
302,12 Below,40.73460139,-73.99106783,West Village,art_gallery
303,14 Sculptors Gallery,40.72525532,-73.99752291,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
304,1405 Art Gallery,40.76974722,-73.95798347,Lenox Hill-Roosevelt Island,art_gallery
305,2 Welancora Gallery,40.6840779,-73.94151974,Bedford,art_gallery
306,280 Modern,40.70924363,-73.91448247,Ridgewood,art_gallery
307,3 Costantino Fioratti Helen C,40.77217101,-73.96468514,Upper East Side-Carnegie Hill,art_gallery
308,303 Gallery,40.74748973,-74.00709988,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
309,33rd St Galleria,40.74998474,-73.99086173,Midtown-Midtown South,art_gallery
310,33rd Street Galleria,40.74995773,-73.98967644,Midtown-Midtown South,art_gallery
311,4 Chambers Fine Art,40.74548098,-74.00711819,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
312,5 Robin Rice Gallery,40.8060391,-73.95513651,Central Harlem South,art_gallery
313,531 Artspace,40.72132182,-73.94713438,Greenpoint,art_gallery
314,73 St Farmers Market,40.76730472,-73.95301546,Lenox Hill-Roosevelt Island,art_gallery
315,A Clean Well Lighted Place Inc,40.73453611,-74.00455563,West Village,art_gallery
316,A J ARTS LTD,40.61860965,-73.91691325,Georgetown-Marine Park-Bergen Beach-Mill Basin,art_gallery
317,A.I.R. Gallery,40.72220574,-74.00247724,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
318,AAA-Abbey Mdsng Co Inc,40.64223849,-73.96993064,Kensington-Ocean Parkway,art_gallery
319,Abada Felix Inc,40.77982819,-73.95369907,Upper East Side-Carnegie Hill,art_gallery
320,Aberbach Fine Art,40.76234165,-73.97156739,Midtown-Midtown South,art_gallery
321,Aca Galleries,40.74666372,-74.00671307,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
322,Ace Gallery,40.72518059,-74.0080057,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
323,Acquavella Galleries Inc,40.776242,-73.96264903,Upper East Side-Carnegie Hill,art_gallery
324,Adam Baumgold Fine Art,40.77566375,-73.9610758,Upper East Side-Carnegie Hill,art_gallery
325,Adam Williams Fine Art Ltd,40.77696724,-73.96206754,Upper East Side-Carnegie Hill,art_gallery
326,Adams Fund Art Buyers,40.78013539,-73.98593597,Lincoln Square,art_gallery
327,Adams George Gallery,40.76409153,-73.97614893,Midtown-Midtown South,art_gallery
328,Adelson Galleries,40.77602747,-73.95485348,Yorkville,art_gallery
329,Adler & Conkright Fine Art Llc,40.77097524,-73.96624092,Upper East Side-Carnegie Hill,art_gallery
330,African Arts Center Inc,40.75191958,-74.00566649,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
331,Africart Motherland Inc,40.81484874,-73.94739591,Central Harlem North-Polo Grounds,art_gallery
332,Agora Gallery,40.74943954,-74.00462798,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
333,Akira Ikeda Gallery,40.73159806,-74.0019872,West Village,art_gallery
334,Alan Brasington Inc,40.73792128,-74.00465112,West Village,art_gallery
335,Alaska on Madison,40.77729595,-73.96107281,Upper East Side-Carnegie Hill,art_gallery
336,Alexander and Bonin,40.7446874,-74.00599211,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
337,Alexander's Sculptural Svce,40.74998353,-73.97794942,Murray Hill-Kips Bay,art_gallery
338,Alexandre Gallery,40.76226849,-73.97161806,Midtown-Midtown South,art_gallery
339,Alliance of Queens Artists,40.71066978,-73.85334629,Forest Hills,art_gallery
340,Blum Peter-Blum Arts,40.7245907,-74.00107688,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
341,Alter Silver Gallery Corp,40.75820702,-73.96574831,Turtle Bay-East Midtown,art_gallery
342,American European Fine Art Inc,40.78188518,-73.95473278,Upper East Side-Carnegie Hill,art_gallery
343,American Fine Arts Co,40.74749327,-74.0061075,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
344,American Folk Art Museum - Eva and Morris Feld Gallery,40.77314532,-73.98142236,Lincoln Square,art_gallery
345,Ameringer & Yohe Fine Arts,40.7476769,-74.00570231,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
346,Amos Eno Gallery,40.70283986,-73.98909224,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
347,An American Space,40.78347688,-73.95373195,Upper East Side-Carnegie Hill,art_gallery
348,Ancient Art of the New World Inc,40.76900976,-73.95334299,Lenox Hill-Roosevelt Island,art_gallery
349,Andover Gallery,40.72083117,-73.99023923,Chinatown,art_gallery
350,Andrew Edlin Gallery,40.74469818,-74.00584416,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
351,Andy Warhol Authentication Board Inc,40.74649764,-74.00657819,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
352,Angel Orensanz Foundation,40.72114259,-73.98566579,Chinatown,art_gallery
353,Anita Friedman Fine Arts,40.77479505,-73.96348525,Upper East Side-Carnegie Hill,art_gallery
354,Annex the,40.75175124,-74.00726919,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
355,Annie Yau Gallery,40.78882752,-73.97318629,Upper West Side,art_gallery
356,Annina Nosei Gallery,40.74745711,-74.00603307,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
357,Anthony Grant Inc,40.76403092,-73.97595129,Midtown-Midtown South,art_gallery
358,Antik,40.71861368,-74.00559643,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
359,Antiquarium Fine Ancient Arts Gallery Ltd,40.7737083,-73.96448584,Upper East Side-Carnegie Hill,art_gallery
360,Anton Kern Gallery Inc,40.74626699,-74.00716258,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
361,Apex Art,40.71902942,-74.00442891,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
362,April's Gallery,40.82550711,-73.94779848,Hamilton Heights,art_gallery
363,Arader W Graham Gallery,40.77191981,-73.96506781,Upper East Side-Carnegie Hill,art_gallery
364,Arash Gallery,40.75835498,-73.96632495,Turtle Bay-East Midtown,art_gallery
365,Arcadia Fine Arts,40.72233561,-74.00191255,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
366,Archibald Arts,40.76045676,-73.99447222,Clinton,art_gallery
367,Archive Consulting & Management Services,40.74945619,-74.00406816,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
368,Ariel Meyerowitz Gallery,40.74562272,-73.9572054,Hunters Point-Sunnyside-West Maspeth,art_gallery
369,Ariston Development Group,40.73863045,-74.00720672,West Village,art_gallery
370,Arleen G Becker Gallery Inc,40.74557328,-73.98078712,Murray Hill-Kips Bay,art_gallery
371,Art & Interiors Inc,40.76095558,-73.96625646,Turtle Bay-East Midtown,art_gallery
372,Art Advice Corporate Art Consultants,40.74457207,-73.97844633,Murray Hill-Kips Bay,art_gallery
373,Art Advisory Svces Inc,40.76400119,-73.96938236,Upper East Side-Carnegie Hill,art_gallery
374,Art Asap,40.76416275,-73.99102179,Clinton,art_gallery
375,Art Auction Advisory Svces,40.76406092,-73.96934511,Upper East Side-Carnegie Hill,art_gallery
376,Art Avenues Inc,40.77886825,-73.98484183,Lincoln Square,art_gallery
377,Art Finds,40.79017492,-73.97973389,Upper West Side,art_gallery
378,Blumka Gallery,40.76968728,-73.95986032,Lenox Hill-Roosevelt Island,art_gallery
379,Art Gallery & Custom Framing,40.73243385,-73.99179293,West Village,art_gallery
380,Art In General,40.7180947,-74.00187734,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
381,Art Loft Gallery,40.72119226,-73.99773834,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
382,Art Merchandising and Media Inc,40.76668459,-73.96958163,Upper East Side-Carnegie Hill,art_gallery
383,Art Metaphysics Education,40.75606799,-73.99233661,Clinton,art_gallery
384,Art Placement International,40.77733033,-73.95878267,Upper East Side-Carnegie Hill,art_gallery
385,Art Projects International Inc,40.72229804,-74.00940343,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
386,Art Resources Transfer Inc,40.74998457,-74.00595091,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
387,Art Student Showcase Inc,40.72310856,-73.99720726,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
388,Art Vue,40.67152952,-73.98009836,Park Slope-Gowanus,art_gallery
389,Art Wise,40.74498904,-73.993242,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
390,Arte Primitivo-Howard S Rose Gallery,40.76784299,-73.9692938,Upper East Side-Carnegie Hill,art_gallery
391,Artefina International Inc,40.59654737,-73.97523366,Gravesend,art_gallery
392,Artemis Fine Arts Inc,40.7727904,-73.96520339,Upper East Side-Carnegie Hill,art_gallery
393,Artenova Ltd,40.76647975,-73.98126403,Midtown-Midtown South,art_gallery
394,Arterres,40.72287262,-73.99715508,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
395,Artique-the Art of Framing Inc,40.79532709,-73.97067461,Upper West Side,art_gallery
396,Artist Prod Gallery,40.72034082,-74.0008502,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
397,Artists Space,40.72169943,-74.0018757,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
398,Artlife Gallery,40.725415,-74.00476655,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
399,Art-Lore Inc,40.73806576,-73.95578569,Greenpoint,art_gallery
400,Artrepreneur,40.77469948,-73.96511389,Upper East Side-Carnegie Hill,art_gallery
401,Arts Action Research,40.68664178,-73.98338749,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
402,Arts at University Settlement/Speyer Hall,40.72068015,-73.9911973,Chinatown,art_gallery
403,Arts Du Monde,40.74358397,-73.99092836,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
404,Arts India,40.74320506,-73.98879876,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
405,Arts Proper International Inc,40.76346975,-73.97562042,Midtown-Midtown South,art_gallery
406,Artscope Inc,40.76325412,-73.97009199,Upper East Side-Carnegie Hill,art_gallery
407,Ash Fine Art,40.77553584,-73.96183533,Upper East Side-Carnegie Hill,art_gallery
408,Asher Gallant Gallery,40.7606796,-73.97259126,Midtown-Midtown South,art_gallery
409,Ashione Art Gallery,40.7357165,-74.00280458,West Village,art_gallery
410,Ashoka Crafts,40.78157133,-73.97994523,Upper West Side,art_gallery
411,Atelier A-E Ent,40.74237389,-73.99087594,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
412,Atelier International Art Group Inc,40.72480609,-73.99671188,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
413,Atlantic Gallery,40.74746646,-73.99143108,Midtown-Midtown South,art_gallery
414,Atmosphere Galleries Inc,40.74476247,-74.00600863,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
415,Audiello Fine Art Inc,40.75009455,-74.00442202,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
416,Audrey C Art & Jewels,40.76324997,-73.9657204,Upper East Side-Carnegie Hill,art_gallery
417,Australian Aboriginal Fine Art Gallery Of New York,40.79501691,-73.95015416,East Harlem South,art_gallery
418,Av Art Gallery & Custom Framing Inc,40.74461575,-73.99938014,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
419,Available Art Llc,40.68530879,-73.98529286,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
420,AVC Contemporary Arts Gallery,40.76218379,-73.97167803,Midtown-Midtown South,art_gallery
421,Avshalom Eitan Fine Arts,40.85075794,-73.93866148,Washington Heights South,art_gallery
422,Axelle Fine Art,40.68807778,-73.98851198,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
423,Axelle Fine Arts Gallery Ltd,40.724118,-74.00149048,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
424,Aztec Marketing Co,40.70789857,-74.00648309,Battery Park City-Lower Manhattan,art_gallery
425,Back To Africa Imports,40.74347151,-73.98868277,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
426,Back To Roots Inc,40.66731504,-73.87589511,East New York,art_gallery
427,Bag One Arts,40.78195248,-73.97606172,Upper West Side,art_gallery
428,Balalaika Arts & Crafts From Russia & Former Ussr,40.78336845,-73.94657506,Yorkville,art_gallery
429,BALMAR REALTY,40.75945091,-73.96906466,Turtle Bay-East Midtown,art_gallery
430,Barbara Gladstone Gallery,40.7488804,-74.00450715,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
431,Baron Boisante Editions,40.72988711,-74.00725575,West Village,art_gallery
432,Barrington Gallery of London Ltd,40.75650243,-73.97908152,Midtown-Midtown South,art_gallery
433,Bayo Studios,40.70365264,-73.93513086,Bushwick South,art_gallery
434,Beadleston Gallery,40.76260577,-73.97451739,Midtown-Midtown South,art_gallery
435,Behr Thyssen Ltd,40.7221639,-74.00854193,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
436,Belanthi,40.68920182,-73.9929238,Carroll Gardens-Columbia Street-Red Hook,art_gallery
437,Bellwether Gallery,40.74473102,-74.00592594,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
438,Bench Dogs,40.71032151,-73.96628258,North Side-South Side,art_gallery
439,Benedetti Gallery Inc,40.72326204,-73.99603744,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
440,Bernarducci Meisel Gallery,40.764065,-73.97603744,Midtown-Midtown South,art_gallery
441,Bernstein David Primitive Art,40.77042906,-73.96377491,Upper East Side-Carnegie Hill,art_gallery
442,Berry-Hill Galleries Inc,40.77084483,-73.96674309,Upper East Side-Carnegie Hill,art_gallery
443,Beverly Sacks Fine Art,40.76175802,-73.96480041,Lenox Hill-Roosevelt Island,art_gallery
444,Beyond the Wall,40.75443328,-73.97967537,Midtown-Midtown South,art_gallery
445,BICYCLE PAINTINGS.COM,40.71868692,-73.98314703,Lower East Side,art_gallery
446,Big Cat Gallery,40.72079933,-73.98866228,Chinatown,art_gallery
447,Bill Bace Gallery,40.72252117,-74.00271112,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
448,Bill Hodges Gallery,40.763437,-73.97553999,Midtown-Midtown South,art_gallery
449,Bitforms,40.74649787,-74.0068296,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
450,Black & Black Art Gallery,40.7054239,-73.79336576,Jamaica,art_gallery
451,Black & White Gallery Inc,40.71844238,-73.95464223,North Side-South Side,art_gallery
452,Bleier Milton A Corp,40.75960676,-73.97287193,Midtown-Midtown South,art_gallery
453,Blue Mountain Gallery Inc,40.74923625,-74.00476842,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
454,Bodanna Inc,40.72652721,-73.98411975,East Village,art_gallery
455,Bolivar Arellano Gallery,40.72761183,-73.98391618,East Village,art_gallery
456,Bonakdar Jancou Gallery,40.74700169,-74.00611786,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
457,BORDEN JANET INC,40.7240463,-73.99768478,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
458,Bose Pacia Modern,40.74976022,-74.00359349,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
459,Bound and Unbound,40.75159814,-74.00687162,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
460,Bowery Gallery,40.74926984,-74.00484544,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
461,Brenda Taylor Gallery,40.74935025,-74.00382577,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
462,Bridgewater Gallery of Fine Arts Inc,40.72292592,-73.98412586,East Village,art_gallery
463,Bronx River Art Center,40.84059709,-73.87815507,East Tremont,art_gallery
464,Brooke Alexander Gallery,40.72320925,-74.00226166,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
465,Brooklyn Arts Exchange,40.66976942,-73.98543282,Park Slope-Gowanus,art_gallery
466,Brooklyn Fireproof,40.70788793,-73.92918028,Bushwick North,art_gallery
467,Broome Street Gallery the,40.72338629,-74.00262453,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
468,Bruce Palmer Galleries,40.79219979,-73.97712674,Upper West Side,art_gallery
469,Bruce Silverstein Gallery,40.74712573,-74.00514719,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
470,Bruton Gallery Inc,40.76431098,-73.96984506,Upper East Side-Carnegie Hill,art_gallery
471,Buzzco Assoc Inc,40.72583067,-73.99375529,West Village,art_gallery
472,C & M Arts,40.77561747,-73.96202951,Upper East Side-Carnegie Hill,art_gallery
473,Caelum Gallery,40.75002305,-74.00446732,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
474,Caldwell Snyder Gallery,40.72589116,-74.00041761,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
475,Candyland Films,40.72028153,-74.00091722,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
476,Caravan International Co,40.77813815,-73.95350252,Yorkville,art_gallery
477,Carboni Inc,40.75545955,-73.98021698,Midtown-Midtown South,art_gallery
478,Carley Ann M Atty,40.72263369,-73.99736114,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
479,Carlton Rochell,40.76238725,-73.97170664,Midtown-Midtown South,art_gallery
480,Carnegie Frame Inc,40.76385541,-73.98077112,Midtown-Midtown South,art_gallery
481,Cartoon Gallery,40.72038139,-73.84605039,Forest Hills,art_gallery
482,Cartoonews Gallery,40.76231329,-73.97410777,Midtown-Midtown South,art_gallery
483,Casa Linda Galleries Inc,40.78335247,-73.947383,Yorkville,art_gallery
484,Casey M Kaplan Inc,40.7411325,-74.00652923,West Village,art_gallery
485,Catherine Conway Inc,40.73684463,-73.9982052,West Village,art_gallery
486,Cavaliero Fine Arts,40.75282327,-73.99156926,Midtown-Midtown South,art_gallery
487,Cavin-Morris,40.72389909,-73.99779868,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
488,Cds Gallery,40.77570414,-73.96117092,Upper East Side-Carnegie Hill,art_gallery
489,Celtic Art,40.74640143,-73.94476783,Hunters Point-Sunnyside-West Maspeth,art_gallery
490,Century Artists Inc,40.74941973,-74.00473558,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
491,Ceres Gallery,40.75132406,-74.00452369,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
492,Ceres Gallery,40.72479496,-73.99703729,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
493,Cfm Gallery,40.72457191,-73.9994251,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
494,Chappell Gallery,40.75015743,-74.00446166,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
495,Chat Noir Design,40.85929737,-73.93207459,Washington Heights North,art_gallery
496,Cheim & Read,40.75001941,-74.00513583,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
497,Chelsea Ceramic Guild,40.7423876,-73.99869441,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
498,China 2000,40.76285383,-73.97319627,Midtown-Midtown South,art_gallery
499,China 2000 Fine Arts,40.76900976,-73.95334299,Lenox Hill-Roosevelt Island,art_gallery
500,Chinatown Frame & Art Inc,40.71670513,-73.99658768,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
501,Chinoh Art Gallery,40.73615406,-73.99315956,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
502,Chowder Inc,40.73915341,-73.99281171,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
503,Christiane Nienaber Contemporary Art,40.72199731,-73.99227383,Chinatown,art_gallery
504,Christine Burgin Gallery,40.74199886,-73.99954508,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
505,Cinque Gallery,40.72397735,-73.99759294,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
506,Claire Oliver Fine Arts Inc,40.75008883,-74.00338485,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
507,Clampart,40.74977518,-74.0046388,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
508,Clementine Gallery,40.75209329,-74.00610794,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
509,Clinton Hill Simply Art & Framing,40.69419974,-73.96081859,Clinton Hill,art_gallery
510,Coda Gallery,40.72289524,-74.00156429,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
511,Cole Sylvan Gallery,40.7646577,-73.9773564,Midtown-Midtown South,art_gallery
512,College of Staten Island - Center for the Arts,40.59966212,-74.14969499,New Springville-Bloomfield-Travis,art_gallery
513,Columbia University - Miriam and Ira D.Wallach Art Gallery,40.80854103,-73.9604169,Morningside Heights,art_gallery
514,Columbus Art Gallery Inc,40.78831274,-73.97130508,Upper West Side,art_gallery
515,Columbus Circle Gallery,40.7673376,-73.98122765,Midtown-Midtown South,art_gallery
516,Commerce Graphics Ltd Inc,40.76774168,-73.95232973,Lenox Hill-Roosevelt Island,art_gallery
517,Common Ground,40.73868808,-73.99533453,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
518,Conner Rosenkranz,40.77346566,-73.96490959,Upper East Side-Carnegie Hill,art_gallery
519,Contemporary African Art,40.80321374,-73.96880032,Morningside Heights,art_gallery
520,Contemporary art gallery in Chelsea. Wooster Gardens,40.72367259,-73.9975943,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
521,Cook Fine Art,40.77724264,-73.96110243,Upper East Side-Carnegie Hill,art_gallery
522,Coploff Gallery,40.75002047,-74.00455453,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
523,Cordier & Ekstrom Inc,40.76951266,-73.95352973,Lenox Hill-Roosevelt Island,art_gallery
524,"Corning Gallery at Steuben, The",40.76449625,-73.97028166,Upper East Side-Carnegie Hill,art_gallery
525,Cowles Charles Gallery Inc,40.74933736,-74.00542084,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
526,Creative Art USA Inc,40.72615456,-74.00497462,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
527,Crg Art Gallery,40.74779197,-74.00613862,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
528,Criswick Assoc,40.74901948,-73.97180489,Turtle Bay-East Midtown,art_gallery
529,Crown Art Gallery Inc,40.76062954,-73.98510259,Midtown-Midtown South,art_gallery
530,Crystal Art Gallery,40.74413705,-73.98844468,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
531,Cuban Art Space,40.74865954,-73.99422633,Midtown-Midtown South,art_gallery
532,Cuchifritos,40.71913487,-73.98763036,Chinatown,art_gallery
533,Culture Art Gallery Llc,40.72477529,-74.00137305,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
534,Culture Crossing Inc,40.78558211,-73.9546693,Upper East Side-Carnegie Hill,art_gallery
535,Curatorial Art Advisory Service,40.73721434,-73.99183911,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
536,Cypher Editions,40.72152348,-74.00306023,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
537,Czech Center,40.76912229,-73.956422,Lenox Hill-Roosevelt Island,art_gallery
538,Dactyl Foundation for the Arts,40.72232072,-74.00318448,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
539,Dai Ichi Arts,40.75395456,-73.96959312,Turtle Bay-East Midtown,art_gallery
540,Dalva Brothers Inc,40.77466685,-73.96290104,Upper East Side-Carnegie Hill,art_gallery
541,D'amelio-Terras,40.74761065,-74.00555202,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
542,Damp Frog Productions Inc,40.71457046,-73.99227136,Chinatown,art_gallery
543,Danese,40.74917263,-74.00526783,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
544,Danette Koke Fine Art,40.73679551,-74.00855042,West Village,art_gallery
545,Daniel H Roberts Studio,40.7232345,-74.00910863,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
546,David Killen Fine Arts,40.78201539,-73.95066796,Yorkville,art_gallery
547,David Nolan New York,40.75221446,-74.00267818,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
548,Davis Leron Galries,40.76723679,-73.96910832,Upper East Side-Carnegie Hill,art_gallery
549,DC Moore Gallery,40.76266951,-73.97447205,Midtown-Midtown South,art_gallery
550,Dca Gallery,40.74755765,-74.00542352,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
551,De Nagy Tibor Art Gallery,40.76270743,-73.97457853,Midtown-Midtown South,art_gallery
552,Dean Andree M,40.77982311,-73.95706273,Upper East Side-Carnegie Hill,art_gallery
553,Debs & Co,40.75017475,-74.00385234,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
554,Greer Gallery Inc,40.72393891,-74.00186315,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
555,Grimm Jay Gallery,40.75105951,-74.00212168,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
556,Guggenheim Asher Assocs Inc,40.73724886,-73.99906221,West Village,art_gallery
557,Guggenheim Asher Assocs Inc,40.73718458,-73.99910998,West Village,art_gallery
558,Guy Regal Ltd,40.76188644,-73.96495627,Lenox Hill-Roosevelt Island,art_gallery
559,Hall & Knight U S A Ltd,40.76891016,-73.96794455,Upper East Side-Carnegie Hill,art_gallery
560,Hammer Galleries,40.7640147,-73.97573457,Midtown-Midtown South,art_gallery
561,Hanover Sq Gallery,40.67698834,-73.97128381,Prospect Heights,art_gallery
562,Harari & Johns Inc,40.77810558,-73.95977553,Upper East Side-Carnegie Hill,art_gallery
563,Harlan & Weaver Intaglio,40.71550208,-73.99305509,Chinatown,art_gallery
564,Harlem Art Gallery,40.80361809,-73.94805169,Central Harlem South,art_gallery
565,Hazlitt Gooden & Fox,40.77471647,-73.96400124,Upper East Side-Carnegie Hill,art_gallery
566,Healing Arts,40.71967845,-73.96002002,North Side-South Side,art_gallery
567,Heilman Phillip Douglas,40.69848967,-73.924937,Bushwick South,art_gallery
568,Heller Gallery,40.74120765,-74.00672064,West Village,art_gallery
569,Helly Nahmad Gallery Inc,40.77441643,-73.96323779,Upper East Side-Carnegie Hill,art_gallery
570,Hemingway African Gallery,40.75812414,-73.96554577,Turtle Bay-East Midtown,art_gallery
