"","NAME","lat","lng","NTAName","spot_type"
"45","Museum of American Illustration",40.7647156224439,-73.9669003099795,"Upper East Side-Carnegie Hill","theater"
"46","Museum of Arts & Design (MAD)",40.7674060739574,-73.9820072514294,"Midtown-Midtown South","theater"
"47","Museum Of Chinese In America",40.7194539463387,-73.9991919194223,"SoHo-TriBeCa-Civic Center-Little Italy","theater"
"48","Museum of Contemporary African Diasporan Arts (MoCADA)",40.6852451438306,-73.9744247766478,"Fort Greene","theater"
"49","Museum of Jewish Heritage",40.7059866473712,-74.0185857158861,"Battery Park City-Lower Manhattan","theater"
"50","Museum of Modern Art (MoMA)",40.7611866410245,-73.9770036315209,"Midtown-Midtown South","theater"
"51","Museum of the City of New York",40.79250903451,-73.9519169746288,"East Harlem South","theater"
"52","Museum of the Moving Image",40.7569444874124,-73.9245101725219,"Astoria","theater"
"53","National Academy Museum",40.7836131672041,-73.9584917736921,"Upper East Side-Carnegie Hill","theater"
"54","National Lighthouse Museum",40.6409490155799,-74.073737130576,"West New Brighton-New Brighton-St. George","theater"
"55","National Museum of the American Indian",40.704321256986,-74.013727045982,"Battery Park City-Lower Manhattan","theater"
"56","National September 11 Memorial & Museum at the World Trade Center",40.7096544874779,-74.010915661311,"Battery Park City-Lower Manhattan","theater"
"57","Neue Galerie New York",40.7812423358378,-73.9602481260631,"Upper East Side-Carnegie Hill","theater"
"58","New Museum of Contemporary Art",40.7223467018455,-73.9928387925007,"Chinatown","theater"
"59","New York City Fire Museum",40.72557180584,-74.0069342609417,"SoHo-TriBeCa-Civic Center-Little Italy","theater"
"60","New York City Police Museum",40.7034782908274,-74.008117544019,"Battery Park City-Lower Manhattan","theater"
"61","New York Hall of Science",40.7471477878582,-73.8516867956856,"park-cemetery-etc-Queens","theater"
"62","New York Historical Society",40.7792732413935,-73.9742575384457,"Upper West Side","theater"
"63","New York Transit Museum",40.6905236981263,-73.9900259713183,"Brooklyn Heights-Cobble Hill","theater"
"64","Nicholas Roerich Museum",40.8029139996142,-73.9690224972334,"Morningside Heights","theater"
"65","Noble Maritime Collection",40.6443119444239,-74.101772036306,"West New Brighton-New Brighton-St. George","theater"
"66","P.S. 1 Contemporary Art Center",40.7458394686349,-73.946212417928,"Hunters Point-Sunnyside-West Maspeth","theater"
"67","Paley Center For Media (formerly Museum Of Television & Radio)",40.760573638592,-73.9776016138105,"Midtown-Midtown South","theater"
"68","Queens County Farm Museum",40.7455696042912,-73.7257366086167,"Bellerose","theater"
"69","Queens Museum of Art",40.7458428647494,-73.8467627581779,"park-cemetery-etc-Queens","theater"
"70","Rose Center for Earth and Space (Hayden Planetarium)",40.7828598322127,-73.9725749106765,"Upper West Side","theater"
"71","Rubin Museum of Art",40.7400203801415,-73.9977915253492,"Hudson Yards-Chelsea-Flatiron-Union Square","theater"
"72","Scandinavia House: The Nordic Center in America",40.7494468956797,-73.9800884353853,"Murray Hill-Kips Bay","theater"
"73","Schomburg Center for Research in Black Culture",40.8146127262777,-73.9409907605316,"Central Harlem North-Polo Grounds","theater"
"74","Seguine Mansion",40.5152143436434,-74.1975892984191,"Annadale-Huguenot-Prince's Bay-Eltingville","theater"
"75","Skyscraper Museum",40.7056575297797,-74.0175680683307,"Battery Park City-Lower Manhattan","theater"
"76","South Street Seaport Museum",40.706603357569,-74.0037209405758,"Battery Park City-Lower Manhattan","theater"
"77","Staten Island Children's Museum",40.6427088822481,-74.1018921051813,"West New Brighton-New Brighton-St. George","theater"
"78","Staten Island Museum / Staten Island Institute of Arts & Sciences",40.6443691786009,-74.0776650626922,"West New Brighton-New Brighton-St. George","theater"
"79","Statue of Liberty National Monument | Ellis Island Immigration Museum",40.6990562624439,-74.0396848374904,"park-cemetery-etc-Manhattan","theater"
"80","Studio Museum in Harlem",40.8082454761681,-73.9477261547019,"Central Harlem South","theater"
"81","Tenement Museum",40.718687698399,-73.9896790482491,"Chinatown","theater"
"82","The Jazz Museum in Harlem",40.8052763843579,-73.9380587417615,"East Harlem North","theater"
"83","The Jewish Children's Museum",40.668911577325,-73.9419617700632,"Crown Heights North","theater"
"84","The Noguchi Museum",40.7669566130525,-73.9376551450383,"Astoria","theater"
"85","Ukrainian Museum",40.7276767876997,-73.9897570307878,"East Village","theater"
"86","Van Cortlandt House Museum",40.8911111672914,-73.8948225702531,"park-cemetery-etc-Bronx","theater"
"87","Wave Hill",40.8978847147604,-73.9116537657472,"North Riverdale-Fieldston-Riverdale","theater"
"88","Whitney Museum of American Art",40.7734072929022,-73.963834347362,"Upper East Side-Carnegie Hill","theater"
"89","Wyckoff Farmhouse Museum",40.6443406813934,-73.9207962990631,"Rugby-Remsen Village","theater"
"90","Yeshiva University Museum",40.738045683847,-73.9938173704963,"Hudson Yards-Chelsea-Flatiron-Union Square","theater"
