"","NAME","lat","lng","NTAName","spot_type"
"249","Veranda Design",40.7862711291395,-73.9771925909779,"Upper West Side","art_gallery"
"250","Verona Arts Ltd",40.7574936989894,-73.9775522435697,"Midtown-Midtown South","art_gallery"
"251","Viart Corporation",40.7604300363174,-73.9706469952535,"Turtle Bay-East Midtown","art_gallery"
"252","Vick Corporate Art Advisors",40.7498045501324,-74.0057730650683,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"253","Vieille Russie Inc Antiqs & Jwlry",40.7643101221728,-73.9725300178406,"Upper East Side-Carnegie Hill","art_gallery"
"254","Vietnam Art Design",40.718403862409,-74.0101256965807,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"255","Viewpoint Gallery",40.7371179857815,-73.9906894479809,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"256","Vincent Fremont Enterprises",40.7355008665219,-73.9918777119715,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"257","Viridian Artists Inc",40.7492913813902,-74.0047276435506,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"258","Visage Studios",40.7505510260199,-73.9842484106046,"Midtown-Midtown South","art_gallery"
"259","Visual Arts Gallery",40.7259205988931,-74.0001443139446,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"260","Volpe Organization",40.7748258944764,-73.9880961672529,"Lincoln Square","art_gallery"
"261","Wada Takashi Gallery",40.7629065453098,-73.9884996068585,"Clinton","art_gallery"
"262","Wade Maxx Art Gallery",40.7752092049333,-73.9801375540622,"Lincoln Square","art_gallery"
"263","Wally Findlay Galleries",40.760889728799,-73.9697873235418,"Turtle Bay-East Midtown","art_gallery"
"264","Ward-Nasse Gallery",40.7261243493603,-74.0020694892648,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"265","Washburn Galleries",40.7632917342136,-73.9754893971575,"Midtown-Midtown South","art_gallery"
"266","Washington Sq Outdoor Art Exhibit Inc",40.7305535140669,-73.9895595743499,"East Village","art_gallery"
"267","Webster David",40.7425549402239,-74.0060499351883,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"268","Weisbrod Chinese Art Ltd",40.7618360645725,-73.9719565813189,"Midtown-Midtown South","art_gallery"
"269","Wellesley the",40.769378868365,-73.9604313705021,"Lenox Hill-Roosevelt Island","art_gallery"
"270","Wessel & O'Connor",40.7465836242076,-73.9960427208578,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"271","Westbeth Gallery",40.7368160907326,-74.0089220736961,"West Village","art_gallery"
"272","Western Art Collectors Society",40.5952497973711,-74.097405108966,"Old Town-Dongan Hills-South Beach","art_gallery"
"273","Westwood Gallery",40.7244229623057,-73.9973443382967,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"274","Weybridge Fine Art",40.7773749321759,-73.9609780584284,"Upper East Side-Carnegie Hill","art_gallery"
"275","Whas Cultural Art Center Inc",40.8562473274353,-73.9324980264628,"Washington Heights North","art_gallery"
"276","White Box",40.7503229067573,-74.0039826080514,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"277","White Columns Inc",40.7390733900545,-74.0041229867462,"West Village","art_gallery"
"278","Whitfield James Fine Art",40.7341517204105,-73.9922334483904,"West Village","art_gallery"
"279","Wickiser Walter Gallery Inc",40.7497089331249,-74.0058342202677,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"280","Willow Woodstock Artistic Enterprises",40.7273179875329,-73.9850377376875,"East Village","art_gallery"
"281","Wilmer Jenning Gallery",40.7215881123005,-73.9829756398302,"Lower East Side","art_gallery"
"282","Winston Wachter Mayer Fine Art",40.7494705508339,-74.0046993398069,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"283","Winter Works On Paper",40.7188438574048,-73.9559689865204,"North Side-South Side","art_gallery"
"284","Wolf Daniel Inc",40.7751549747493,-73.9620873906747,"Upper East Side-Carnegie Hill","art_gallery"
"285","Woodward Gallery",40.7190134351541,-73.9918171940788,"Chinatown","art_gallery"
"286","WORLD AFRICA",40.8351450390361,-73.9475365062362,"Washington Heights South","art_gallery"
"287","World Art Center",40.7105994866355,-74.0071758185484,"Battery Park City-Lower Manhattan","art_gallery"
"288","Yancey Richardson Gallery",40.747990092758,-74.0060650165055,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"289","Yasuda Fine Arts Inc",40.7615475931641,-73.977603503314,"Midtown-Midtown South","art_gallery"
"290","Yorks Shona Gallery",40.7234609507239,-73.9993095204382,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"291","Yorkville Art Gallery & Framing",40.7841256676139,-73.9497756328839,"Yorkville","art_gallery"
"292","Yoshii Gallery",40.7747291642238,-73.9635364473415,"Upper East Side-Carnegie Hill","art_gallery"
"293","Yung Hee Kim",40.7748019494047,-73.9650304978347,"Upper East Side-Carnegie Hill","art_gallery"
"294","Zabriskie Gallery",40.7641770634935,-73.9760867843261,"Midtown-Midtown South","art_gallery"
"295","Zarre Andre Gallery",40.7466565609707,-74.0069405310459,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"296","Zetterquist Galleries",40.7685509098275,-73.9690988645206,"Upper East Side-Carnegie Hill","art_gallery"
"297","Zito Studio Gallery",40.7195963825398,-73.988352217897,"Chinatown","art_gallery"
"298","Zwirner & Wirth",40.7694753540807,-73.9665635808714,"Upper East Side-Carnegie Hill","art_gallery"
"299","Zwirner David Gallery",40.745894958673,-74.0069681817305,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"300","Priska C. Juschka Fine Art Inc",40.7512662970876,-74.0043644093556,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"301","1 2 3 Watts Gallery",40.7238571663824,-74.0090234859451,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"302","12 Below",40.7346013927966,-73.9910678312652,"West Village","art_gallery"
"303","14 Sculptors Gallery",40.7252553185832,-73.9975229095534,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"304","1405 Art Gallery",40.7697472198321,-73.9579834660085,"Lenox Hill-Roosevelt Island","art_gallery"
"305","2 Welancora Gallery",40.6840778987647,-73.94151974328,"Bedford","art_gallery"
"306","280 Modern",40.709243626508,-73.9144824715749,"Ridgewood","art_gallery"
"307","3 Costantino Fioratti Helen C",40.772171014861,-73.9646851409158,"Upper East Side-Carnegie Hill","art_gallery"
"308","303 Gallery",40.7474897276463,-74.0070998822385,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"309","33rd St Galleria",40.7499847369762,-73.9908617284717,"Midtown-Midtown South","art_gallery"
"310","33rd Street Galleria",40.7499577288226,-73.9896764403985,"Midtown-Midtown South","art_gallery"
"311","4 Chambers Fine Art",40.7454809830483,-74.0071181898628,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"312","5 Robin Rice Gallery",40.8060390950147,-73.9551365050696,"Central Harlem South","art_gallery"
"313","531 Artspace",40.7213218179267,-73.9471343843565,"Greenpoint","art_gallery"
"314","73 St Farmers Market",40.7673047245346,-73.953015464766,"Lenox Hill-Roosevelt Island","art_gallery"
"315","A Clean Well Lighted Place Inc",40.7345361110302,-74.0045556326513,"West Village","art_gallery"
"316","A J ARTS LTD",40.6186096480429,-73.9169132545142,"Georgetown-Marine Park-Bergen Beach-Mill Basin","art_gallery"
"317","A.I.R. Gallery",40.7222057376424,-74.0024772387627,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"318","AAA-Abbey Mdsng Co Inc",40.6422384885764,-73.9699306449376,"Kensington-Ocean Parkway","art_gallery"
"319","Abada Felix Inc",40.7798281889302,-73.9536990688457,"Upper East Side-Carnegie Hill","art_gallery"
"320","Aberbach Fine Art",40.7623416456396,-73.9715673854096,"Midtown-Midtown South","art_gallery"
"321","Aca Galleries",40.7466637235728,-74.0067130719017,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"322","Ace Gallery",40.7251805921101,-74.0080056976331,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"323","Acquavella Galleries Inc",40.776241997318,-73.9626490275197,"Upper East Side-Carnegie Hill","art_gallery"
"324","Adam Baumgold Fine Art",40.775663751076,-73.9610758031045,"Upper East Side-Carnegie Hill","art_gallery"
"325","Adam Williams Fine Art Ltd",40.7769672404873,-73.9620675381942,"Upper East Side-Carnegie Hill","art_gallery"
"326","Adams Fund Art Buyers",40.7801353855786,-73.9859359709644,"Lincoln Square","art_gallery"
"327","Adams George Gallery",40.7640915320836,-73.9761489285563,"Midtown-Midtown South","art_gallery"
"328","Adelson Galleries",40.7760274733812,-73.9548534751001,"Yorkville","art_gallery"
"329","Adler & Conkright Fine Art Llc",40.7709752446554,-73.9662409151438,"Upper East Side-Carnegie Hill","art_gallery"
"330","African Arts Center Inc",40.7519195789357,-74.0056664911277,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"331","Africart Motherland Inc",40.8148487374181,-73.9473959108493,"Central Harlem North-Polo Grounds","art_gallery"
"332","Agora Gallery",40.7494395438972,-74.0046279805083,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"333","Akira Ikeda Gallery",40.7315980628455,-74.0019872020291,"West Village","art_gallery"
"334","Alan Brasington Inc",40.7379212841349,-74.0046511151753,"West Village","art_gallery"
"335","Alaska on Madison",40.7772959523408,-73.9610728127104,"Upper East Side-Carnegie Hill","art_gallery"
"336","Alexander and Bonin",40.7446874045555,-74.0059921099554,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"337","Alexander's Sculptural Svce",40.7499835264247,-73.9779494173648,"Murray Hill-Kips Bay","art_gallery"
"338","Alexandre Gallery",40.7622684939532,-73.9716180606587,"Midtown-Midtown South","art_gallery"
"339","Alliance of Queens Artists",40.7106697821404,-73.8533462856138,"Forest Hills","art_gallery"
"340","Blum Peter-Blum Arts",40.7245906951219,-74.0010768819832,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"341","Alter Silver Gallery Corp",40.7582070206495,-73.9657483087514,"Turtle Bay-East Midtown","art_gallery"
"342","American European Fine Art Inc",40.7818851822369,-73.9547327776753,"Upper East Side-Carnegie Hill","art_gallery"
"343","American Fine Arts Co",40.7474932677015,-74.0061075003533,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"344","American Folk Art Museum - Eva and Morris Feld Gallery",40.7731453245785,-73.9814223607695,"Lincoln Square","art_gallery"
"345","Ameringer & Yohe Fine Arts",40.7476769008043,-74.005702311687,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"346","Amos Eno Gallery",40.702839860367,-73.9890922394521,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"347","An American Space",40.7834768790123,-73.9537319541543,"Upper East Side-Carnegie Hill","art_gallery"
"348","Ancient Art of the New World Inc",40.7690097569823,-73.9533429886399,"Lenox Hill-Roosevelt Island","art_gallery"
"349","Andover Gallery",40.7208311711904,-73.9902392274314,"Chinatown","art_gallery"
"350","Andrew Edlin Gallery",40.7446981849188,-74.0058441605078,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"351","Andy Warhol Authentication Board Inc",40.7464976437538,-74.0065781938964,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"352","Angel Orensanz Foundation",40.7211425940389,-73.9856657852384,"Chinatown","art_gallery"
"353","Anita Friedman Fine Arts",40.7747950531062,-73.9634852483584,"Upper East Side-Carnegie Hill","art_gallery"
"354","Annex the",40.7517512447562,-74.0072691859354,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"355","Annie Yau Gallery",40.7888275219098,-73.9731862878712,"Upper West Side","art_gallery"
"356","Annina Nosei Gallery",40.7474571090923,-74.0060330717837,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"357","Anthony Grant Inc",40.7640309203872,-73.9759512909941,"Midtown-Midtown South","art_gallery"
"358","Antik",40.7186136816009,-74.0055964292369,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"359","Antiquarium Fine Ancient Arts Gallery Ltd",40.7737082977377,-73.9644858369447,"Upper East Side-Carnegie Hill","art_gallery"
"360","Anton Kern Gallery Inc",40.7462669891968,-74.0071625805658,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"361","Apex Art",40.7190294239963,-74.0044289111745,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"362","April's Gallery",40.8255071100437,-73.9477984775635,"Hamilton Heights","art_gallery"
"363","Arader W Graham Gallery",40.7719198127942,-73.9650678078769,"Upper East Side-Carnegie Hill","art_gallery"
"364","Arash Gallery",40.7583549833327,-73.9663249546371,"Turtle Bay-East Midtown","art_gallery"
"365","Arcadia Fine Arts",40.7223356054714,-74.0019125546834,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"366","Archibald Arts",40.7604567636444,-73.994472218693,"Clinton","art_gallery"
"367","Archive Consulting & Management Services",40.7494561874707,-74.0040681639513,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"368","Ariel Meyerowitz Gallery",40.7456227215007,-73.9572054049886,"Hunters Point-Sunnyside-West Maspeth","art_gallery"
"369","Ariston Development Group",40.7386304489778,-74.0072067242672,"West Village","art_gallery"
"370","Arleen G Becker Gallery Inc",40.7455732793339,-73.980787124269,"Murray Hill-Kips Bay","art_gallery"
"371","Art & Interiors Inc",40.760955579654,-73.9662564615996,"Turtle Bay-East Midtown","art_gallery"
"372","Art Advice Corporate Art Consultants",40.7445720735255,-73.9784463276041,"Murray Hill-Kips Bay","art_gallery"
"373","Art Advisory Svces Inc",40.7640011860426,-73.9693823636723,"Upper East Side-Carnegie Hill","art_gallery"
"374","Art Asap",40.7641627549093,-73.9910217877715,"Clinton","art_gallery"
"375","Art Auction Advisory Svces",40.7640609227888,-73.9693451143046,"Upper East Side-Carnegie Hill","art_gallery"
"376","Art Avenues Inc",40.7788682485713,-73.9848418325962,"Lincoln Square","art_gallery"
"377","Art Finds",40.7901749213408,-73.9797338927344,"Upper West Side","art_gallery"
"378","Blumka Gallery",40.7696872751833,-73.9598603190264,"Lenox Hill-Roosevelt Island","art_gallery"
"379","Art Gallery & Custom Framing",40.7324338500047,-73.9917929285039,"West Village","art_gallery"
"380","Art In General",40.7180947042727,-74.0018773422686,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"381","Art Loft Gallery",40.7211922600436,-73.9977383407549,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"382","Art Merchandising and Media Inc",40.7666845930837,-73.9695816255518,"Upper East Side-Carnegie Hill","art_gallery"
"383","Art Metaphysics Education",40.7560679857518,-73.9923366100984,"Clinton","art_gallery"
"384","Art Placement International",40.7773303295646,-73.9587826738105,"Upper East Side-Carnegie Hill","art_gallery"
"385","Art Projects International Inc",40.7222980409134,-74.0094034334855,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"386","Art Resources Transfer Inc",40.7499845702377,-74.0059509083127,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"387","Art Student Showcase Inc",40.7231085640351,-73.9972072580079,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"388","Art Vue",40.6715295221145,-73.9800983571645,"Park Slope-Gowanus","art_gallery"
"389","Art Wise",40.7449890363878,-73.9932420048726,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"390","Arte Primitivo-Howard S Rose Gallery",40.7678429949988,-73.9692938018383,"Upper East Side-Carnegie Hill","art_gallery"
"391","Artefina International Inc",40.5965473731582,-73.9752336598251,"Gravesend","art_gallery"
"392","Artemis Fine Arts Inc",40.7727904034665,-73.9652033898329,"Upper East Side-Carnegie Hill","art_gallery"
"393","Artenova Ltd",40.7664797495551,-73.98126402552,"Midtown-Midtown South","art_gallery"
"394","Arterres",40.7228726230024,-73.9971550819622,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"395","Artique-the Art of Framing Inc",40.7953270899423,-73.9706746134907,"Upper West Side","art_gallery"
"396","Artist Prod Gallery",40.7203408202499,-74.0008502019352,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"397","Artists Space",40.7216994348547,-74.001875703915,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"398","Artlife Gallery",40.7254150049812,-74.0047665519191,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"399","Art-Lore Inc",40.7380657597996,-73.9557856886022,"Greenpoint","art_gallery"
"400","Artrepreneur",40.7746994848625,-73.9651138926146,"Upper East Side-Carnegie Hill","art_gallery"
"401","Arts Action Research",40.6866417833695,-73.9833874920031,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"402","Arts at University Settlement/Speyer Hall",40.7206801519162,-73.9911973015772,"Chinatown","art_gallery"
"403","Arts Du Monde",40.7435839680673,-73.9909283617162,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"404","Arts India",40.7432050607897,-73.9887987609664,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"405","Arts Proper International Inc",40.7634697520814,-73.9756204160662,"Midtown-Midtown South","art_gallery"
"406","Artscope Inc",40.7632541205262,-73.970091994453,"Upper East Side-Carnegie Hill","art_gallery"
"407","Ash Fine Art",40.7755358374959,-73.9618353271081,"Upper East Side-Carnegie Hill","art_gallery"
"408","Asher Gallant Gallery",40.7606796002838,-73.9725912628201,"Midtown-Midtown South","art_gallery"
"409","Ashione Art Gallery",40.7357164995609,-74.0028045810281,"West Village","art_gallery"
"410","Ashoka Crafts",40.7815713260077,-73.9799452270497,"Upper West Side","art_gallery"
"411","Atelier A-E Ent",40.7423738862043,-73.9908759440345,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"412","Atelier International Art Group Inc",40.7248060892154,-73.9967118772213,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"413","Atlantic Gallery",40.7474664621994,-73.9914310750451,"Midtown-Midtown South","art_gallery"
"414","Atmosphere Galleries Inc",40.7447624654263,-74.0060086313028,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"415","Audiello Fine Art Inc",40.7500945512357,-74.0044220151553,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"416","Audrey C Art & Jewels",40.7632499715738,-73.9657204000875,"Upper East Side-Carnegie Hill","art_gallery"
"417","Australian Aboriginal Fine Art Gallery Of New York",40.7950169062784,-73.950154157507,"East Harlem South","art_gallery"
"418","Av Art Gallery & Custom Framing Inc",40.7446157514592,-73.9993801357222,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"419","Available Art Llc",40.6853087925185,-73.9852928649304,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"420","AVC Contemporary Arts Gallery",40.7621837928572,-73.9716780257899,"Midtown-Midtown South","art_gallery"
"421","Avshalom Eitan Fine Arts",40.8507579419418,-73.9386614826445,"Washington Heights South","art_gallery"
"422","Axelle Fine Art",40.688077775397,-73.98851197926,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","art_gallery"
"423","Axelle Fine Arts Gallery Ltd",40.7241180015298,-74.0014904789681,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"424","Aztec Marketing Co",40.7078985656335,-74.0064830864487,"Battery Park City-Lower Manhattan","art_gallery"
"425","Back To Africa Imports",40.7434715148243,-73.9886827693248,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"426","Back To Roots Inc",40.667315043316,-73.8758951087974,"East New York","art_gallery"
"427","Bag One Arts",40.7819524767272,-73.9760617170248,"Upper West Side","art_gallery"
"428","Balalaika Arts & Crafts From Russia & Former Ussr",40.7833684463273,-73.9465750551561,"Yorkville","art_gallery"
"429","BALMAR REALTY",40.7594509132231,-73.9690646648923,"Turtle Bay-East Midtown","art_gallery"
"430","Barbara Gladstone Gallery",40.7488803974505,-74.0045071460524,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"431","Baron Boisante Editions",40.7298871060491,-74.0072557541419,"West Village","art_gallery"
"432","Barrington Gallery of London Ltd",40.7565024334885,-73.9790815211505,"Midtown-Midtown South","art_gallery"
"433","Bayo Studios",40.7036526426615,-73.9351308599338,"Bushwick South","art_gallery"
"434","Beadleston Gallery",40.7626057748781,-73.9745173924471,"Midtown-Midtown South","art_gallery"
"435","Behr Thyssen Ltd",40.7221638952214,-74.0085419344536,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"436","Belanthi",40.6892018188711,-73.9929238023326,"Carroll Gardens-Columbia Street-Red Hook","art_gallery"
"437","Bellwether Gallery",40.7447310240188,-74.0059259359394,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"438","Bench Dogs",40.7103215114287,-73.9662825755211,"North Side-South Side","art_gallery"
"439","Benedetti Gallery Inc",40.7232620449468,-73.9960374394727,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"440","Bernarducci Meisel Gallery",40.7640650044101,-73.9760374405109,"Midtown-Midtown South","art_gallery"
"441","Bernstein David Primitive Art",40.7704290608856,-73.9637749077401,"Upper East Side-Carnegie Hill","art_gallery"
"442","Berry-Hill Galleries Inc",40.7708448312272,-73.9667430851897,"Upper East Side-Carnegie Hill","art_gallery"
"443","Beverly Sacks Fine Art",40.7617580230248,-73.9648004088197,"Lenox Hill-Roosevelt Island","art_gallery"
"444","Beyond the Wall",40.7544332831179,-73.9796753688077,"Midtown-Midtown South","art_gallery"
"445","BICYCLE PAINTINGS.COM",40.7186869176223,-73.9831470296597,"Lower East Side","art_gallery"
"446","Big Cat Gallery",40.7207993296625,-73.9886622811966,"Chinatown","art_gallery"
"447","Bill Bace Gallery",40.722521165519,-74.0027111165646,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"448","Bill Hodges Gallery",40.7634370026062,-73.9755399933447,"Midtown-Midtown South","art_gallery"
"449","Bitforms",40.7464978740583,-74.0068296040574,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"450","Black & Black Art Gallery",40.7054239002491,-73.7933657552114,"Jamaica","art_gallery"
"451","Black & White Gallery Inc",40.7184423767598,-73.954642228681,"North Side-South Side","art_gallery"
"452","Bleier Milton A Corp",40.7596067631105,-73.9728719287899,"Midtown-Midtown South","art_gallery"
"453","Blue Mountain Gallery Inc",40.7492362516288,-74.004768415006,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"454","Bodanna Inc",40.726527210577,-73.9841197487225,"East Village","art_gallery"
"455","Bolivar Arellano Gallery",40.7276118317519,-73.9839161802816,"East Village","art_gallery"
"456","Bonakdar Jancou Gallery",40.7470016870531,-74.0061178559961,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"457","BORDEN JANET INC",40.7240463037634,-73.9976847834456,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"458","Bose Pacia Modern",40.7497602212938,-74.0035934860582,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"459","Bound and Unbound",40.7515981435589,-74.0068716237162,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"460","Bowery Gallery",40.7492698417932,-74.0048454378513,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"461","Brenda Taylor Gallery",40.7493502458375,-74.0038257700273,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"462","Bridgewater Gallery of Fine Arts Inc",40.7229259249037,-73.9841258621366,"East Village","art_gallery"
"463","Bronx River Art Center",40.8405970878315,-73.8781550729331,"East Tremont","art_gallery"
"464","Brooke Alexander Gallery",40.7232092508349,-74.0022616567622,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"465","Brooklyn Arts Exchange",40.6697694183521,-73.9854328200482,"Park Slope-Gowanus","art_gallery"
"466","Brooklyn Fireproof",40.7078879285306,-73.9291802810962,"Bushwick North","art_gallery"
"467","Broome Street Gallery the",40.7233862859691,-74.0026245300172,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"468","Bruce Palmer Galleries",40.7921997948922,-73.9771267412271,"Upper West Side","art_gallery"
"469","Bruce Silverstein Gallery",40.7471257261403,-74.0051471895697,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"470","Bruton Gallery Inc",40.7643109824557,-73.9698450606071,"Upper East Side-Carnegie Hill","art_gallery"
"471","Buzzco Assoc Inc",40.7258306651047,-73.9937552859994,"West Village","art_gallery"
"472","C & M Arts",40.7756174727799,-73.9620295103372,"Upper East Side-Carnegie Hill","art_gallery"
"473","Caelum Gallery",40.7500230538169,-74.0044673178296,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"474","Caldwell Snyder Gallery",40.725891164189,-74.000417607028,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"475","Candyland Films",40.720281531979,-74.0009172153009,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"476","Caravan International Co",40.778138153456,-73.9535025179309,"Yorkville","art_gallery"
"477","Carboni Inc",40.7554595518781,-73.9802169796403,"Midtown-Midtown South","art_gallery"
"478","Carley Ann M Atty",40.7226336903508,-73.9973611388614,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"479","Carlton Rochell",40.7623872472458,-73.9717066366589,"Midtown-Midtown South","art_gallery"
"480","Carnegie Frame Inc",40.7638554123893,-73.9807711155165,"Midtown-Midtown South","art_gallery"
"481","Cartoon Gallery",40.7203813929252,-73.8460503904122,"Forest Hills","art_gallery"
"482","Cartoonews Gallery",40.7623132924761,-73.974107770942,"Midtown-Midtown South","art_gallery"
"483","Casa Linda Galleries Inc",40.7833524730425,-73.9473830025364,"Yorkville","art_gallery"
"484","Casey M Kaplan Inc",40.741132496582,-74.006529234817,"West Village","art_gallery"
"485","Catherine Conway Inc",40.7368446325662,-73.9982052041324,"West Village","art_gallery"
"486","Cavaliero Fine Arts",40.7528232662304,-73.9915692553904,"Midtown-Midtown South","art_gallery"
"487","Cavin-Morris",40.7238990925482,-73.9977986844257,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"488","Cds Gallery",40.7757041382927,-73.9611709199669,"Upper East Side-Carnegie Hill","art_gallery"
"489","Celtic Art",40.746401426012,-73.944767834243,"Hunters Point-Sunnyside-West Maspeth","art_gallery"
"490","Century Artists Inc",40.7494197274902,-74.004735581356,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"491","Ceres Gallery",40.7513240583896,-74.0045236866989,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"492","Ceres Gallery",40.7247949632529,-73.9970372852082,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"493","Cfm Gallery",40.7245719123004,-73.9994250962,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
"494","Chappell Gallery",40.7501574302364,-74.0044616632538,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"495","Chat Noir Design",40.8592973741707,-73.9320745895011,"Washington Heights North","art_gallery"
"496","Cheim & Read",40.7500194095172,-74.0051358349696,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"497","Chelsea Ceramic Guild",40.7423875992364,-73.9986944107475,"Hudson Yards-Chelsea-Flatiron-Union Square","art_gallery"
"498","China 2000",40.7628538314786,-73.9731962671554,"Midtown-Midtown South","art_gallery"
"499","China 2000 Fine Arts",40.7690097569823,-73.9533429886399,"Lenox Hill-Roosevelt Island","art_gallery"
"500","Chinatown Frame & Art Inc",40.7167051342993,-73.9965876789511,"SoHo-TriBeCa-Civic Center-Little Italy","art_gallery"
